"","sub","decision","reward","effort","agent","success","grupo"
"1022","2431",1,2,1,0,0,1
"1023","2431",1,3,1,0,0,1
"1024","2431",1,1,2,0,1,1
"1025","2431",1,2,2,0,0,1
"1026","2431",1,3,2,0,0,1
"1027","2431",1,1,3,0,1,1
"1028","2431",1,2,3,0,0,1
"1029","2431",1,3,3,0,0,1
"1030","2431",1,1,4,0,0,1
"1031","2431",1,2,4,0,0,1
"1032","2431",1,3,4,0,0,1
"1033","2431",2,1,1,1,0,1
"1034","2431",1,2,1,1,0,1
"1035","2431",1,3,1,1,0,1
"1036","2431",2,1,2,1,0,1
"1037","2431",0,2,2,1,0,1
"1038","2431",1,3,2,1,0,1
"1039","2431",2,1,3,1,0,1
"1040","2431",1,2,3,1,0,1
"1041","2431",1,3,3,1,0,1
"1042","2431",1,1,4,1,0,1
"1043","2431",1,2,4,1,0,1
"1044","2431",1,3,4,1,0,1
"1045","2431",1,1,1,1,0,1
"1046","2431",0,2,1,1,0,1
"1047","2431",0,3,1,1,0,1
"1048","2431",0,1,2,1,0,1
"1049","2431",0,2,2,1,0,1
"1050","2431",1,3,2,1,0,1
"1051","2431",0,1,3,1,0,1
"1052","2431",1,2,3,1,0,1
"1053","2431",0,3,3,1,0,1
"1054","2431",0,1,4,1,0,1
"1055","2431",1,2,4,1,0,1
"1056","2431",1,3,4,1,0,1
"1057","2690",1,1,1,0,0,0
"1058","2690",1,2,1,0,0,0
"1059","2690",1,3,1,0,0,0
"1060","2690",0,1,2,0,0,0
"1061","2690",1,2,2,0,0,0
"1062","2690",1,3,2,0,0,0
"1063","2690",1,1,3,0,0,0
"1064","2690",1,2,3,0,0,0
"1065","2690",1,3,3,0,0,0
"1066","2690",1,1,4,0,1,0
"1067","2690",1,2,4,0,0,0
"1068","2690",1,3,4,0,0,0
"1069","2690",1,1,1,0,0,0
"1070","2690",2,2,1,0,0,0
"1071","2690",1,3,1,0,0,0
"1072","2690",1,1,2,0,0,0
"1073","2690",1,2,2,0,0,0
"1074","2690",1,3,2,0,0,0
"1075","2690",1,1,3,0,0,0
"1076","2690",1,2,3,0,0,0
"1077","2690",1,3,3,0,0,0
"1078","2690",1,1,4,0,0,0
"1079","2690",1,2,4,0,0,0
"1080","2690",1,3,4,0,0,0
"1081","2690",0,1,1,1,0,0
"1082","2690",1,2,1,1,1,0
"1083","2690",1,3,1,1,0,0
"1084","2690",0,1,2,1,0,0
"1085","2690",1,2,2,1,0,0
"1086","2690",1,3,2,1,0,0
"1087","2690",1,1,3,1,0,0
"1088","2690",1,2,3,1,0,0
"1089","2690",1,3,3,1,0,0
"1090","2690",1,1,4,1,0,0
"1091","2690",0,2,4,1,0,0
"1092","2690",1,3,4,1,0,0
"1093","2690",2,1,1,1,0,0
"1094","2690",0,2,1,1,0,0
"1095","2690",1,3,1,1,0,0
"1096","2690",1,1,2,1,0,0
"1097","2690",0,2,2,1,0,0
"1098","2690",1,3,2,1,0,0
"1099","2690",0,1,3,1,0,0
"1100","2690",0,2,3,1,0,0
"1101","2690",1,3,3,1,0,0
"1102","2690",0,1,4,1,0,0
"1103","2690",1,2,4,1,0,0
"1104","2690",0,3,4,1,0,0
"1105","2803",1,1,1,0,0,0
"1106","2803",1,2,1,0,0,0
"1107","2803",1,3,1,0,0,0
"1108","2803",0,1,2,0,0,0
"1109","2803",0,2,2,0,0,0
"1110","2803",0,3,2,0,0,0
"1111","2803",0,1,3,0,0,0
"1112","2803",0,2,3,0,0,0
"1113","2803",0,3,3,0,0,0
"1114","2803",0,1,4,0,0,0
"1115","2803",0,2,4,0,0,0
"1116","2803",0,3,4,0,0,0
"1117","2803",1,1,1,0,0,0
"1118","2803",1,2,1,0,0,0
"1119","2803",1,3,1,0,0,0
"1120","2803",1,1,2,0,0,0
"1121","2803",1,2,2,0,0,0
"1122","2803",1,3,2,0,0,0
"1123","2803",1,1,3,0,0,0
"1124","2803",1,2,3,0,0,0
"1125","2803",0,3,3,0,0,0
"1126","2803",0,1,4,0,0,0
"1127","2803",0,2,4,0,0,0
"1128","2803",0,3,4,0,0,0
"1129","2803",1,1,1,1,0,0
"1130","2803",1,2,1,1,0,0
"1131","2803",1,3,1,1,0,0
"1132","2803",0,1,2,1,0,0
"1133","2803",0,2,2,1,0,0
"1134","2803",0,3,2,1,0,0
"1135","2803",0,1,3,1,0,0
"1136","2803",0,2,3,1,0,0
"1137","2803",0,3,3,1,0,0
"1138","2803",0,1,4,1,0,0
"1139","2803",0,2,4,1,0,0
"1140","2803",0,3,4,1,0,0
"1141","2803",0,1,1,1,0,0
"1142","2803",1,2,1,1,0,0
"1143","2803",0,3,1,1,0,0
"1144","2803",0,1,2,1,0,0
"1145","2803",0,2,2,1,0,0
"1146","2803",0,3,2,1,0,0
"1147","2803",0,1,3,1,0,0
"1148","2803",0,2,3,1,0,0
"1149","2803",0,3,3,1,0,0
"1150","2803",0,1,4,1,0,0
"1151","2803",0,2,4,1,0,0
"1152","2803",0,3,4,1,0,0
"1153","2854",1,1,1,0,0,0
"1154","2854",1,2,1,0,0,0
"1155","2854",1,3,1,0,0,0
"1156","2854",1,1,2,0,0,0
"1157","2854",1,2,2,0,0,0
"1158","2854",1,3,2,0,0,0
"1159","2854",1,1,3,0,0,0
"1160","2854",1,2,3,0,0,0
"1161","2854",1,3,3,0,0,0
"1162","2854",1,1,4,0,0,0
"1163","2854",1,2,4,0,0,0
"1164","2854",1,3,4,0,0,0
"1165","2854",1,1,1,0,0,0
"1166","2854",1,2,1,0,0,0
"1167","2854",1,3,1,0,0,0
"1168","2854",1,1,2,0,0,0
"1169","2854",1,2,2,0,0,0
"1170","2854",1,3,2,0,0,0
"1171","2854",1,1,3,0,0,0
"1172","2854",1,2,3,0,0,0
"1173","2854",1,3,3,0,0,0
"1174","2854",1,1,4,0,0,0
"1175","2854",1,2,4,0,0,0
"1176","2854",1,3,4,0,0,0
"1177","2854",1,1,1,1,0,0
"1178","2854",1,2,1,1,0,0
"1179","2854",1,3,1,1,0,0
"1180","2854",1,1,2,1,0,0
"1181","2854",1,2,2,1,0,0
"1182","2854",1,3,2,1,0,0
"1183","2854",1,1,3,1,0,0
"1184","2854",1,2,3,1,0,0
"1185","2854",1,3,3,1,0,0
"1186","2854",1,1,4,1,0,0
"1187","2854",1,2,4,1,0,0
"1188","2854",1,3,4,1,0,0
"1189","2854",1,1,1,1,0,0
"1190","2854",1,2,1,1,0,0
"1191","2854",1,3,1,1,0,0
"1192","2854",1,1,2,1,0,0
"1193","2854",1,2,2,1,0,0
"1194","2854",1,3,2,1,0,0
"1195","2854",1,1,3,1,0,0
"1196","2854",1,2,3,1,0,0
"1197","2854",1,3,3,1,0,0
"1198","2854",1,1,4,1,0,0
"1199","2854",1,2,4,1,0,0
"1200","2854",1,3,4,1,0,0
"1201","2899",1,1,1,0,0,0
"1202","2899",1,2,1,0,0,0
"1203","2899",1,3,1,0,0,0
"1204","2899",1,1,2,0,0,0
"1205","2899",1,2,2,0,0,0
"1206","2899",1,3,2,0,0,0
"1207","2899",1,1,3,0,0,0
"1208","2899",2,2,3,0,0,0
"1209","2899",1,3,3,0,0,0
"1210","2899",2,1,4,0,0,0
"1211","2899",1,2,4,0,0,0
"1212","2899",1,3,4,0,0,0
"1213","2899",1,1,1,0,1,0
"1214","2899",1,2,1,0,0,0
"1215","2899",1,3,1,0,0,0
"1216","2899",1,1,2,0,0,0
"1217","2899",1,2,2,0,0,0
"1218","2899",1,3,2,0,0,0
"1219","2899",1,1,3,0,1,0
"1220","2899",1,2,3,0,0,0
"1221","2899",1,3,3,0,1,0
"1222","2899",1,1,4,0,1,0
"1223","2899",1,2,4,0,0,0
"1224","2899",1,3,4,0,0,0
"1225","2899",2,1,1,1,0,0
"1226","2899",1,2,1,1,0,0
"1227","2899",0,3,1,1,0,0
"1228","2899",1,1,2,1,0,0
"1229","2899",1,2,2,1,0,0
"1230","2899",1,3,2,1,0,0
"1231","2899",2,1,3,1,0,0
"1232","2899",0,2,3,1,0,0
"1233","2899",2,3,3,1,0,0
"1234","2899",2,1,4,1,0,0
"1235","2899",1,2,4,1,0,0
"1236","2899",1,3,4,1,0,0
"1237","2899",1,1,1,1,0,0
"1238","2899",0,2,1,1,0,0
"1239","2899",0,3,1,1,0,0
"1240","2899",0,1,2,1,0,0
"1241","2899",0,2,2,1,0,0
"1242","2899",1,3,2,1,0,0
"1243","2899",1,1,3,1,0,0
"1244","2899",0,2,3,1,0,0
"1245","2899",0,3,3,1,0,0
"1246","2899",0,1,4,1,0,0
"1247","2899",1,2,4,1,0,0
"1248","2899",2,3,4,1,0,0
"1249","2939",2,1,1,0,0,0
"1250","2939",2,2,1,0,0,0
"1251","2939",2,3,1,0,0,0
"1252","2939",2,1,2,0,0,0
"1253","2939",2,2,2,0,0,0
"1254","2939",2,3,2,0,0,0
"1255","2939",2,1,3,0,0,0
"1256","2939",2,2,3,0,0,0
"1257","2939",2,3,3,0,0,0
"1258","2939",2,1,4,0,0,0
"1259","2939",2,2,4,0,0,0
"1260","2939",2,3,4,0,0,0
"1261","2939",2,1,1,0,0,0
"1262","2939",2,2,1,0,0,0
"1263","2939",2,3,1,0,0,0
"1264","2939",2,1,2,0,0,0
"1265","2939",2,2,2,0,0,0
"1266","2939",2,3,2,0,0,0
"1267","2939",2,1,3,0,0,0
"1268","2939",2,2,3,0,0,0
"1269","2939",2,3,3,0,0,0
"1270","2939",2,1,4,0,0,0
"1271","2939",2,2,4,0,0,0
"1272","2939",2,3,4,0,0,0
"1273","2939",2,1,1,1,0,0
"1274","2939",2,2,1,1,0,0
"1275","2939",2,3,1,1,0,0
"1276","2939",2,1,2,1,0,0
"1277","2939",2,2,2,1,0,0
"1278","2939",2,3,2,1,0,0
"1279","2939",2,1,3,1,0,0
"1280","2939",2,2,3,1,0,0
"1281","2939",2,3,3,1,0,0
"1282","2939",2,1,4,1,0,0
"1283","2939",2,2,4,1,0,0
"1284","2939",2,3,4,1,0,0
"1285","2939",2,1,1,1,0,0
"1286","2939",2,2,1,1,0,0
"1287","2939",2,3,1,1,0,0
"1288","2939",2,1,2,1,0,0
"1289","2939",2,2,2,1,0,0
"1290","2939",2,3,2,1,0,0
"1291","2939",2,1,3,1,0,0
"1292","2939",2,2,3,1,0,0
"1293","2939",2,3,3,1,0,0
"1294","2939",2,1,4,1,0,0
"1295","2939",2,2,4,1,0,0
"1296","2939",2,3,4,1,0,0
"1297","2959",1,1,1,0,0,0
"1298","2959",1,2,1,0,0,0
"1299","2959",1,3,1,0,0,0
"1300","2959",1,1,2,0,0,0
"1301","2959",1,2,2,0,0,0
"1302","2959",1,3,2,0,0,0
"1303","2959",1,1,3,0,0,0
"1304","2959",1,2,3,0,0,0
"1305","2959",1,3,3,0,0,0
"1306","2959",2,1,4,0,0,0
"1307","2959",1,2,4,0,0,0
"1308","2959",1,3,4,0,0,0
"1309","2959",0,1,1,0,0,0
"1310","2959",1,2,1,0,0,0
"1311","2959",1,3,1,0,0,0
"1312","2959",1,1,2,0,0,0
"1313","2959",1,2,2,0,0,0
"1314","2959",2,3,2,0,0,0
"1315","2959",1,1,3,0,0,0
"1316","2959",1,2,3,0,0,0
"1317","2959",1,3,3,0,0,0
"1318","2959",1,1,4,0,1,0
"1319","2959",1,2,4,0,0,0
"1320","2959",1,3,4,0,0,0
"1321","2959",0,1,1,1,0,0
"1322","2959",0,2,1,1,0,0
"1323","2959",0,3,1,1,0,0
"1324","2959",1,1,2,1,0,0
"1325","2959",0,2,2,1,0,0
"1326","2959",0,3,2,1,0,0
"1327","2959",0,1,3,1,0,0
"1328","2959",0,2,3,1,0,0
"1329","2959",1,3,3,1,0,0
"1330","2959",2,1,4,1,0,0
"1331","2959",0,2,4,1,0,0
"1332","2959",1,3,4,1,0,0
"1333","2959",0,1,1,1,0,0
"1334","2959",1,2,1,1,0,0
"1335","2959",1,3,1,1,0,0
"1336","2959",2,1,2,1,0,0
"1337","2959",2,2,2,1,0,0
"1338","2959",1,3,2,1,0,0
"1339","2959",1,1,3,1,0,0
"1340","2959",0,2,3,1,0,0
"1341","2959",1,3,3,1,0,0
"1342","2959",1,1,4,1,0,0
"1343","2959",0,2,4,1,0,0
"1344","2959",1,3,4,1,0,0
"1345","2998",0,1,1,0,0,0
"1346","2998",1,2,1,0,0,0
"1347","2998",1,3,1,0,0,0
"1348","2998",1,1,2,0,0,0
"1349","2998",1,2,2,0,0,0
"1350","2998",1,3,2,0,0,0
"1351","2998",1,1,3,0,0,0
"1352","2998",1,2,3,0,0,0
"1353","2998",1,3,3,0,0,0
"1354","2998",0,1,4,0,0,0
"1355","2998",1,2,4,0,0,0
"1356","2998",1,3,4,0,0,0
"1357","2998",0,1,1,0,0,0
"1358","2998",1,2,1,0,0,0
"1359","2998",1,3,1,0,0,0
"1360","2998",0,1,2,0,0,0
"1361","2998",1,2,2,0,0,0
"1362","2998",1,3,2,0,0,0
"1363","2998",0,1,3,0,0,0
"1364","2998",1,2,3,0,0,0
"1365","2998",1,3,3,0,0,0
"1366","2998",0,1,4,0,0,0
"1367","2998",1,2,4,0,0,0
"1368","2998",1,3,4,0,0,0
"1369","2998",1,1,1,1,0,0
"1370","2998",1,2,1,1,0,0
"1371","2998",1,3,1,1,0,0
"1372","2998",0,1,2,1,0,0
"1373","2998",1,2,2,1,0,0
"1374","2998",1,3,2,1,0,0
"1375","2998",0,1,3,1,0,0
"1376","2998",0,2,3,1,0,0
"1377","2998",1,3,3,1,0,0
"1378","2998",0,1,4,1,0,0
"1379","2998",1,2,4,1,0,0
"1380","2998",1,3,4,1,0,0
"1381","2998",0,1,1,1,0,0
"1382","2998",0,2,1,1,0,0
"1383","2998",0,3,1,1,0,0
"1384","2998",0,1,2,1,0,0
"1385","2998",0,2,2,1,0,0
"1386","2998",0,3,2,1,0,0
"1387","2998",0,1,3,1,0,0
"1388","2998",0,2,3,1,0,0
"1389","2998",0,3,3,1,0,0
"1390","2998",0,1,4,1,0,0
"1391","2998",0,2,4,1,0,0
"1392","2998",0,3,4,1,0,0
"1393","3103",1,1,1,0,0,1
"1394","3103",1,2,1,0,0,1
"1395","3103",1,3,1,0,0,1
"1396","3103",0,1,2,0,0,1
"1397","3103",1,2,2,0,0,1
"1398","3103",1,3,2,0,0,1
"1399","3103",1,1,3,0,0,1
"1400","3103",1,2,3,0,0,1
"1401","3103",1,3,3,0,0,1
"1402","3103",1,1,4,0,0,1
"1403","3103",1,2,4,0,0,1
"1404","3103",1,3,4,0,0,1
"1405","3103",1,1,1,0,1,1
"1406","3103",1,2,1,0,0,1
"1407","3103",1,3,1,0,0,1
"1408","3103",1,1,2,0,0,1
"1409","3103",1,2,2,0,0,1
"1410","3103",1,3,2,0,1,1
"1411","3103",0,1,3,0,0,1
"1412","3103",1,2,3,0,0,1
"1413","3103",1,3,3,0,0,1
"1414","3103",0,1,4,0,0,1
"1415","3103",1,2,4,0,1,1
"1416","3103",1,3,4,0,1,1
"1417","3103",2,1,1,1,0,1
"1418","3103",1,2,1,1,0,1
"1419","3103",1,3,1,1,0,1
"1420","3103",0,1,2,1,0,1
"1421","3103",0,2,2,1,0,1
"1422","3103",2,3,2,1,0,1
"1423","3103",1,1,3,1,0,1
"1424","3103",1,2,3,1,0,1
"1425","3103",1,3,3,1,0,1
"1426","3103",0,1,4,1,0,1
"1427","3103",1,2,4,1,0,1
"1428","3103",2,3,4,1,0,1
"1429","3103",1,1,1,1,0,1
"1430","3103",1,2,1,1,0,1
"1431","3103",1,3,1,1,0,1
"1432","3103",1,1,2,1,0,1
"1433","3103",1,2,2,1,0,1
"1434","3103",2,3,2,1,0,1
"1435","3103",1,1,3,1,0,1
"1436","3103",0,2,3,1,0,1
"1437","3103",1,3,3,1,0,1
"1438","3103",0,1,4,1,0,1
"1439","3103",0,2,4,1,0,1
"1440","3103",1,3,4,1,0,1
"1441","3178",1,1,1,0,0,1
"1442","3178",1,2,1,0,0,1
"1443","3178",1,3,1,0,0,1
"1444","3178",1,1,2,0,0,1
"1445","3178",1,2,2,0,0,1
"1446","3178",0,3,2,0,0,1
"1447","3178",0,1,3,0,0,1
"1448","3178",1,2,3,0,0,1
"1449","3178",1,3,3,0,0,1
"1450","3178",1,1,4,0,0,1
"1451","3178",1,2,4,0,0,1
"1452","3178",1,3,4,0,0,1
"1453","3178",2,1,1,0,0,1
"1454","3178",1,2,1,0,0,1
"1455","3178",1,3,1,0,0,1
"1456","3178",1,1,2,0,1,1
"1457","3178",1,2,2,0,0,1
"1458","3178",1,3,2,0,0,1
"1459","3178",1,1,3,0,0,1
"1460","3178",1,2,3,0,0,1
"1461","3178",1,3,3,0,0,1
"1462","3178",0,1,4,0,0,1
"1463","3178",1,2,4,0,0,1
"1464","3178",1,3,4,0,0,1
"1465","3178",1,1,1,1,1,1
"1466","3178",1,2,1,1,0,1
"1467","3178",1,3,1,1,0,1
"1468","3178",1,1,2,1,0,1
"1469","3178",1,2,2,1,0,1
"1470","3178",0,3,2,1,0,1
"1471","3178",1,1,3,1,0,1
"1472","3178",1,2,3,1,0,1
"1473","3178",1,3,3,1,0,1
"1474","3178",1,1,4,1,0,1
"1475","3178",1,2,4,1,0,1
"1476","3178",1,3,4,1,0,1
"1477","3178",1,1,1,1,0,1
"1478","3178",1,2,1,1,0,1
"1479","3178",1,3,1,1,0,1
"1480","3178",1,1,2,1,0,1
"1481","3178",1,2,2,1,0,1
"1482","3178",1,3,2,1,0,1
"1483","3178",1,1,3,1,0,1
"1484","3178",1,2,3,1,0,1
"1485","3178",1,3,3,1,0,1
"1486","3178",1,1,4,1,0,1
"1487","3178",1,2,4,1,0,1
"1488","3178",1,3,4,1,0,1
"1489","3210",1,1,1,0,0,1
"1490","3210",1,2,1,0,0,1
"1491","3210",1,3,1,0,0,1
"1492","3210",1,1,2,0,0,1
"1493","3210",1,2,2,0,0,1
"1494","3210",1,3,2,0,0,1
"1495","3210",1,1,3,0,0,1
"1496","3210",1,2,3,0,0,1
"1497","3210",1,3,3,0,0,1
"1498","3210",1,1,4,0,0,1
"1499","3210",1,2,4,0,0,1
"1500","3210",1,3,4,0,1,1
"1501","3210",1,1,1,0,0,1
"1502","3210",1,2,1,0,0,1
"1503","3210",1,3,1,0,0,1
"1504","3210",1,1,2,0,0,1
"1505","3210",1,2,2,0,1,1
"1506","3210",1,3,2,0,0,1
"1507","3210",1,1,3,0,0,1
"1508","3210",1,2,3,0,1,1
"1509","3210",1,3,3,0,0,1
"1510","3210",1,1,4,0,1,1
"1511","3210",1,2,4,0,0,1
"1512","3210",1,3,4,0,1,1
"1513","3210",1,1,1,1,0,1
"1514","3210",0,2,1,1,0,1
"1515","3210",1,3,1,1,0,1
"1516","3210",1,1,2,1,0,1
"1517","3210",1,2,2,1,0,1
"1518","3210",1,3,2,1,0,1
"1519","3210",1,1,3,1,0,1
"1520","3210",1,2,3,1,0,1
"1521","3210",1,3,3,1,0,1
"1522","3210",1,1,4,1,0,1
"1523","3210",1,2,4,1,1,1
"1524","3210",1,3,4,1,0,1
"1525","3210",1,1,1,1,0,1
"1526","3210",1,2,1,1,0,1
"1527","3210",0,3,1,1,0,1
"1528","3210",1,1,2,1,0,1
"1529","3210",2,2,2,1,0,1
"1530","3210",1,3,2,1,0,1
"1531","3210",2,1,3,1,0,1
"1532","3210",1,2,3,1,0,1
"1533","3210",1,3,3,1,0,1
"1534","3210",1,1,4,1,1,1
"1535","3210",1,2,4,1,1,1
"1536","3210",1,3,4,1,0,1
"1537","3228",1,1,1,0,0,1
"1538","3228",1,2,1,0,0,1
"1539","3228",1,3,1,0,0,1
"1540","3228",1,1,2,0,0,1
"1541","3228",1,2,2,0,0,1
"1542","3228",1,3,2,0,0,1
"1543","3228",1,1,3,0,0,1
"1544","3228",0,2,3,0,0,1
"1545","3228",1,3,3,0,0,1
"1546","3228",1,1,4,0,0,1
"1547","3228",1,2,4,0,0,1
"1548","3228",1,3,4,0,0,1
"1549","3228",1,1,1,0,0,1
"1550","3228",1,2,1,0,0,1
"1551","3228",1,3,1,0,0,1
"1552","3228",1,1,2,0,0,1
"1553","3228",1,2,2,0,0,1
"1554","3228",1,3,2,0,0,1
"1555","3228",1,1,3,0,0,1
"1556","3228",1,2,3,0,0,1
"1557","3228",1,3,3,0,0,1
"1558","3228",1,1,4,0,0,1
"1559","3228",1,2,4,0,0,1
"1560","3228",1,3,4,0,0,1
"1561","3228",1,1,1,1,0,1
"1562","3228",1,2,1,1,0,1
"1563","3228",1,3,1,1,0,1
"1564","3228",1,1,2,1,0,1
"1565","3228",1,2,2,1,0,1
"1566","3228",1,3,2,1,0,1
"1567","3228",1,1,3,1,0,1
"1568","3228",1,2,3,1,0,1
"1569","3228",1,3,3,1,0,1
"1570","3228",1,1,4,1,0,1
"1571","3228",1,2,4,1,0,1
"1572","3228",1,3,4,1,0,1
"1573","3228",1,1,1,1,0,1
"1574","3228",0,2,1,1,0,1
"1575","3228",1,3,1,1,0,1
"1576","3228",0,1,2,1,0,1
"1577","3228",1,2,2,1,0,1
"1578","3228",1,3,2,1,0,1
"1579","3228",1,1,3,1,0,1
"1580","3228",1,2,3,1,0,1
"1581","3228",2,3,3,1,0,1
"1582","3228",1,1,4,1,0,1
"1583","3228",1,2,4,1,0,1
"1584","3228",1,3,4,1,0,1
"1585","3472",1,1,1,0,0,0
"1586","3472",1,2,1,0,0,0
"1587","3472",1,3,1,0,0,0
"1588","3472",1,1,2,0,0,0
"1589","3472",1,2,2,0,0,0
"1590","3472",2,3,2,0,0,0
"1591","3472",1,1,3,0,0,0
"1592","3472",1,2,3,0,0,0
"1593","3472",1,3,3,0,0,0
"1594","3472",1,1,4,0,0,0
"1595","3472",1,2,4,0,1,0
"1596","3472",1,3,4,0,0,0
"1597","3472",1,1,1,0,0,0
"1598","3472",1,2,1,0,0,0
"1599","3472",1,3,1,0,0,0
"1600","3472",1,1,2,0,0,0
"1601","3472",1,2,2,0,0,0
"1602","3472",1,3,2,0,0,0
"1603","3472",1,1,3,0,0,0
"1604","3472",1,2,3,0,0,0
"1605","3472",1,3,3,0,0,0
"1606","3472",1,1,4,0,0,0
"1607","3472",1,2,4,0,0,0
"1608","3472",1,3,4,0,0,0
"1609","3472",1,1,1,1,0,0
"1610","3472",1,2,1,1,0,0
"1611","3472",1,3,1,1,0,0
"1612","3472",1,1,2,1,0,0
"1613","3472",1,2,2,1,0,0
"1614","3472",1,3,2,1,0,0
"1615","3472",1,1,3,1,0,0
"1616","3472",1,2,3,1,0,0
"1617","3472",1,3,3,1,0,0
"1618","3472",1,1,4,1,0,0
"1619","3472",1,2,4,1,0,0
"1620","3472",1,3,4,1,0,0
"1621","3472",1,1,1,1,0,0
"1622","3472",1,2,1,1,0,0
"1623","3472",1,3,1,1,0,0
"1624","3472",1,1,2,1,0,0
"1625","3472",1,2,2,1,0,0
"1626","3472",1,3,2,1,0,0
"1627","3472",1,1,3,1,0,0
"1628","3472",1,2,3,1,0,0
"1629","3472",1,3,3,1,0,0
"1630","3472",0,1,4,1,0,0
"1631","3472",1,2,4,1,1,0
"1632","3472",1,3,4,1,0,0
"1633","3624",1,1,1,0,0,0
"1634","3624",1,2,1,0,0,0
"1635","3624",1,3,1,0,0,0
"1636","3624",0,1,2,0,0,0
"1637","3624",1,2,2,0,0,0
"1638","3624",1,3,2,0,0,0
"1639","3624",2,1,3,0,0,0
"1640","3624",2,2,3,0,0,0
"1641","3624",1,3,3,0,0,0
"1642","3624",0,1,4,0,0,0
"1643","3624",2,2,4,0,0,0
"1644","3624",1,3,4,0,0,0
"1645","3624",0,1,1,0,0,0
"1646","3624",1,2,1,0,0,0
"1647","3624",1,3,1,0,0,0
"1648","3624",0,1,2,0,0,0
"1649","3624",1,2,2,0,0,0
"1650","3624",1,3,2,0,0,0
"1651","3624",0,1,3,0,0,0
"1652","3624",1,2,3,0,1,0
"1653","3624",1,3,3,0,0,0
"1654","3624",0,1,4,0,0,0
"1655","3624",1,2,4,0,0,0
"1656","3624",0,3,4,0,0,0
"1657","3624",1,1,1,1,0,0
"1658","3624",1,2,1,1,0,0
"1659","3624",1,3,1,1,0,0
"1660","3624",0,1,2,1,0,0
"1661","3624",0,2,2,1,0,0
"1662","3624",1,3,2,1,0,0
"1663","3624",0,1,3,1,0,0
"1664","3624",2,2,3,1,0,0
"1665","3624",0,3,3,1,0,0
"1666","3624",0,1,4,1,0,0
"1667","3624",0,2,4,1,0,0
"1668","3624",1,3,4,1,0,0
"1669","3624",0,1,1,1,0,0
"1670","3624",0,2,1,1,0,0
"1671","3624",1,3,1,1,0,0
"1672","3624",0,1,2,1,0,0
"1673","3624",1,2,2,1,0,0
"1674","3624",1,3,2,1,0,0
"1675","3624",0,1,3,1,0,0
"1676","3624",0,2,3,1,0,0
"1677","3624",1,3,3,1,0,0
"1678","3624",0,1,4,1,0,0
"1679","3624",0,2,4,1,0,0
"1680","3624",1,3,4,1,0,0
"1681","3694",2,1,1,0,0,1
"1682","3694",1,2,1,0,0,1
"1683","3694",1,3,1,0,0,1
"1684","3694",1,1,2,0,0,1
"1685","3694",1,2,2,0,0,1
"1686","3694",1,3,2,0,0,1
"1687","3694",1,1,3,0,0,1
"1688","3694",1,2,3,0,0,1
"1689","3694",0,3,3,0,0,1
"1690","3694",1,1,4,0,0,1
"1691","3694",1,2,4,0,0,1
"1692","3694",1,3,4,0,0,1
"1693","3694",1,1,1,0,1,1
"1694","3694",1,2,1,0,1,1
"1695","3694",1,3,1,0,1,1
"1696","3694",1,1,2,0,1,1
"1697","3694",1,2,2,0,1,1
"1698","3694",1,3,2,0,1,1
"1699","3694",1,1,3,0,1,1
"1700","3694",1,2,3,0,0,1
"1701","3694",1,3,3,0,0,1
"1702","3694",1,1,4,0,1,1
"1703","3694",1,2,4,0,0,1
"1704","3694",1,3,4,0,1,1
"1705","3694",2,1,1,1,0,1
"1706","3694",1,2,1,1,0,1
"1707","3694",1,3,1,1,0,1
"1708","3694",2,1,2,1,0,1
"1709","3694",1,2,2,1,0,1
"1710","3694",2,3,2,1,0,1
"1711","3694",2,1,3,1,0,1
"1712","3694",1,2,3,1,0,1
"1713","3694",0,3,3,1,0,1
"1714","3694",2,1,4,1,0,1
"1715","3694",0,2,4,1,0,1
"1716","3694",2,3,4,1,0,1
"1717","3694",2,1,1,1,0,1
"1718","3694",1,2,1,1,1,1
"1719","3694",1,3,1,1,1,1
"1720","3694",2,1,2,1,0,1
"1721","3694",1,2,2,1,1,1
"1722","3694",1,3,2,1,1,1
"1723","3694",1,1,3,1,1,1
"1724","3694",1,2,3,1,1,1
"1725","3694",1,3,3,1,1,1
"1726","3694",1,1,4,1,1,1
"1727","3694",1,2,4,1,1,1
"1728","3694",1,3,4,1,1,1
"1729","3771",1,1,1,0,0,1
"1730","3771",1,2,1,0,0,1
"1731","3771",0,3,1,0,0,1
"1732","3771",1,1,2,0,0,1
"1733","3771",1,2,2,0,0,1
"1734","3771",1,3,2,0,0,1
"1735","3771",1,1,3,0,0,1
"1736","3771",1,2,3,0,0,1
"1737","3771",1,3,3,0,0,1
"1738","3771",1,1,4,0,0,1
"1739","3771",1,2,4,0,0,1
"1740","3771",1,3,4,0,0,1
"1741","3771",1,1,1,0,0,1
"1742","3771",1,2,1,0,0,1
"1743","3771",1,3,1,0,0,1
"1744","3771",1,1,2,0,0,1
"1745","3771",1,2,2,0,0,1
"1746","3771",1,3,2,0,0,1
"1747","3771",1,1,3,0,0,1
"1748","3771",1,2,3,0,0,1
"1749","3771",2,3,3,0,0,1
"1750","3771",1,1,4,0,0,1
"1751","3771",1,2,4,0,0,1
"1752","3771",1,3,4,0,0,1
"1753","3771",1,1,1,1,0,1
"1754","3771",1,2,1,1,0,1
"1755","3771",1,3,1,1,0,1
"1756","3771",1,1,2,1,0,1
