"","ID_check","trail","Choise","effort","reward","condition","GRUPO"
"775","7389",32,1,3,2,0,1
"776","7389",33,1,3,3,0,1
"777","7389",34,1,4,1,0,1
"778","7389",35,1,4,2,0,1
"779","7389",36,1,4,3,0,1
"780","7389",37,1,1,1,1,1
"781","7389",38,1,1,2,1,1
"782","7389",40,1,2,1,1,1
"783","7389",41,1,2,2,1,1
"784","7389",42,1,2,3,1,1
"785","7389",43,1,3,1,1,1
"786","7389",44,1,3,2,1,1
"787","7389",45,1,3,3,1,1
"788","7389",46,1,4,1,1,1
"789","7389",48,1,4,3,1,1
"790","3210",1,1,1,1,0,1
"791","3210",2,1,1,2,0,1
"792","3210",3,1,1,3,0,1
"793","3210",4,1,2,1,0,1
"794","3210",5,1,2,2,0,1
"795","3210",6,1,2,3,0,1
"796","3210",7,1,3,1,0,1
"797","3210",8,1,3,2,0,1
"798","3210",9,1,3,3,0,1
"799","3210",10,1,4,1,0,1
"800","3210",11,1,4,2,0,1
"801","3210",12,1,4,3,0,1
"802","3210",13,1,1,1,1,1
"803","3210",14,0,1,2,1,1
"804","3210",15,1,1,3,1,1
"805","3210",16,1,2,1,1,1
"806","3210",17,1,2,2,1,1
"807","3210",18,1,2,3,1,1
"808","3210",19,1,3,1,1,1
"809","3210",20,1,3,2,1,1
"810","3210",21,1,3,3,1,1
"811","3210",22,1,4,1,1,1
"812","3210",23,1,4,2,1,1
"813","3210",24,1,4,3,1,1
"814","3210",25,1,1,1,0,1
"815","3210",26,1,1,2,0,1
"816","3210",27,1,1,3,0,1
"817","3210",28,1,2,1,0,1
"818","3210",29,1,2,2,0,1
"819","3210",30,1,2,3,0,1
"820","3210",31,1,3,1,0,1
"821","3210",32,1,3,2,0,1
"822","3210",33,1,3,3,0,1
"823","3210",34,1,4,1,0,1
"824","3210",35,1,4,2,0,1
"825","3210",36,1,4,3,0,1
"826","3210",37,1,1,1,1,1
"827","3210",38,1,1,2,1,1
"828","3210",39,0,1,3,1,1
"829","3210",40,1,2,1,1,1
"830","3210",42,1,2,3,1,1
"831","3210",44,1,3,2,1,1
"832","3210",45,1,3,3,1,1
"833","3210",46,1,4,1,1,1
"834","3210",47,1,4,2,1,1
"835","3210",48,1,4,3,1,1
"836","6324",1,1,1,1,0,1
"837","6324",2,1,1,2,0,1
"838","6324",3,1,1,3,0,1
"839","6324",4,1,2,1,0,1
"840","6324",5,1,2,2,0,1
"841","6324",6,1,2,3,0,1
"842","6324",7,1,3,1,0,1
"843","6324",8,1,3,2,0,1
"844","6324",9,1,3,3,0,1
"845","6324",10,1,4,1,0,1
"846","6324",11,1,4,2,0,1
"847","6324",12,1,4,3,0,1
"848","6324",13,0,1,1,1,1
"849","6324",14,1,1,2,1,1
"850","6324",17,0,2,2,1,1
"851","6324",19,0,3,1,1,1
"852","6324",20,1,3,2,1,1
"853","6324",21,1,3,3,1,1
"854","6324",22,0,4,1,1,1
"855","6324",23,1,4,2,1,1
"856","6324",24,0,4,3,1,1
"857","6324",25,1,1,1,0,1
"858","6324",26,1,1,2,0,1
"859","6324",27,1,1,3,0,1
"860","6324",28,1,2,1,0,1
"861","6324",29,1,2,2,0,1
"862","6324",30,1,2,3,0,1
"863","6324",31,1,3,1,0,1
"864","6324",32,1,3,2,0,1
"865","6324",33,1,3,3,0,1
"866","6324",34,1,4,1,0,1
"867","6324",35,1,4,2,0,1
"868","6324",36,1,4,3,0,1
"869","6324",37,1,1,1,1,1
"870","6324",38,1,1,2,1,1
"871","6324",39,1,1,3,1,1
"872","6324",41,0,2,2,1,1
"873","6324",42,0,2,3,1,1
"874","6324",43,1,3,1,1,1
"875","6324",45,0,3,3,1,1
"876","6324",47,0,4,2,1,1
"877","6324",48,1,4,3,1,1
"878","0974",1,1,1,1,0,1
"879","0974",2,0,1,2,0,1
"880","0974",3,1,1,3,0,1
"881","0974",4,1,2,1,0,1
"882","0974",5,1,2,2,0,1
"883","0974",6,1,2,3,0,1
"884","0974",7,0,3,1,0,1
"885","0974",10,0,4,1,0,1
"886","0974",11,1,4,2,0,1
"887","0974",13,1,1,1,1,1
"888","0974",15,1,1,3,1,1
"889","0974",16,1,2,1,1,1
"890","0974",17,1,2,2,1,1
"891","0974",19,0,3,1,1,1
"892","0974",20,1,3,2,1,1
"893","0974",21,1,3,3,1,1
"894","0974",22,0,4,1,1,1
"895","0974",23,0,4,2,1,1
"896","0974",24,0,4,3,1,1
"897","0974",25,1,1,1,0,1
"898","0974",26,1,1,2,0,1
"899","0974",27,1,1,3,0,1
"900","0974",28,0,2,1,0,1
"901","0974",29,1,2,2,0,1
"902","0974",30,1,2,3,0,1
"903","0974",32,1,3,2,0,1
"904","0974",33,1,3,3,0,1
"905","0974",34,0,4,1,0,1
"906","0974",35,0,4,2,0,1
"907","0974",37,1,1,1,1,1
"908","0974",38,1,1,2,1,1
"909","0974",39,1,1,3,1,1
"910","0974",40,1,2,1,1,1
"911","0974",41,1,2,2,1,1
"912","0974",42,1,2,3,1,1
"913","0974",43,0,3,1,1,1
"914","0974",44,0,3,2,1,1
"915","0974",45,1,3,3,1,1
"916","0974",46,0,4,1,1,1
"917","0974",47,0,4,2,1,1
"918","0974",48,1,4,3,1,1
"919","8251",1,1,1,1,0,1
"920","8251",2,1,1,2,0,1
"921","8251",3,1,1,3,0,1
"922","8251",4,1,2,1,0,1
"923","8251",5,1,2,2,0,1
"924","8251",6,1,2,3,0,1
"925","8251",7,1,3,1,0,1
"926","8251",8,1,3,2,0,1
"927","8251",9,1,3,3,0,1
"928","8251",10,1,4,1,0,1
"929","8251",11,1,4,2,0,1
"930","8251",12,1,4,3,0,1
"931","8251",13,1,1,1,1,1
"932","8251",14,1,1,2,1,1
"933","8251",15,1,1,3,1,1
"934","8251",16,1,2,1,1,1
"935","8251",17,0,2,2,1,1
"936","8251",18,1,2,3,1,1
"937","8251",19,0,3,1,1,1
"938","8251",20,0,3,2,1,1
"939","8251",21,1,3,3,1,1
"940","8251",22,1,4,1,1,1
"941","8251",23,1,4,2,1,1
"942","8251",24,1,4,3,1,1
"943","8251",25,1,1,1,0,1
"944","8251",26,1,1,2,0,1
"945","8251",27,1,1,3,0,1
"946","8251",28,1,2,1,0,1
"947","8251",29,1,2,2,0,1
"948","8251",30,1,2,3,0,1
"949","8251",31,1,3,1,0,1
"950","8251",32,1,3,2,0,1
"951","8251",33,1,3,3,0,1
"952","8251",34,1,4,1,0,1
"953","8251",35,1,4,2,0,1
"954","8251",36,1,4,3,0,1
"955","8251",37,1,1,1,1,1
"956","8251",38,1,1,2,1,1
"957","8251",39,1,1,3,1,1
"958","8251",40,1,2,1,1,1
"959","8251",41,1,2,2,1,1
"960","8251",42,1,2,3,1,1
"961","8251",43,1,3,1,1,1
"962","8251",44,1,3,2,1,1
"963","8251",45,1,3,3,1,1
"964","8251",46,1,4,1,1,1
"965","8251",47,1,4,2,1,1
"966","8251",48,1,4,3,1,1
"967","1870",1,1,1,1,0,1
"968","1870",3,1,1,3,0,1
"969","1870",5,1,2,2,0,1
"970","1870",6,1,2,3,0,1
"971","1870",8,1,3,2,0,1
"972","1870",9,1,3,3,0,1
"973","1870",11,1,4,2,0,1
"974","1870",12,1,4,3,0,1
"975","1870",13,0,1,1,1,1
"976","1870",14,1,1,2,1,1
"977","1870",15,1,1,3,1,1
"978","1870",16,1,2,1,1,1
"979","1870",17,0,2,2,1,1
"980","1870",18,1,2,3,1,1
"981","1870",19,0,3,1,1,1
"982","1870",20,1,3,2,1,1
"983","1870",21,0,3,3,1,1
"984","1870",22,0,4,1,1,1
"985","1870",23,1,4,2,1,1
"986","1870",24,0,4,3,1,1
"987","1870",25,1,1,1,0,1
"988","1870",27,1,1,3,0,1
"989","1870",28,1,2,1,0,1
"990","1870",29,1,2,2,0,1
"991","1870",30,1,2,3,0,1
"992","1870",31,1,3,1,0,1
"993","1870",32,1,3,2,0,1
"994","1870",33,1,3,3,0,1
"995","1870",34,1,4,1,0,1
"996","1870",35,1,4,2,0,1
"997","1870",36,1,4,3,0,1
"998","1870",38,0,1,2,1,1
"999","1870",39,0,1,3,1,1
"1000","1870",40,0,2,1,1,1
"1001","1870",41,0,2,2,1,1
"1002","1870",42,0,2,3,1,1
"1003","1870",43,0,3,1,1,1
"1004","1870",44,0,3,2,1,1
"1005","1870",45,0,3,3,1,1
"1006","1870",46,0,4,1,1,1
"1007","1870",47,0,4,2,1,1
"1008","6495",1,1,1,1,0,0
"1009","6495",2,1,1,2,0,0
"1010","6495",3,1,1,3,0,0
"1011","6495",5,1,2,2,0,0
"1012","6495",6,1,2,3,0,0
"1013","6495",7,1,3,1,0,0
"1014","6495",8,1,3,2,0,0
"1015","6495",9,1,3,3,0,0
"1016","6495",10,0,4,1,0,0
"1017","6495",11,1,4,2,0,0
"1018","6495",12,1,4,3,0,0
"1019","6495",13,1,1,1,1,0
"1020","6495",14,1,1,2,1,0
"1021","6495",17,1,2,2,1,0
"1022","6495",18,0,2,3,1,0
"1023","6495",19,1,3,1,1,0
"1024","6495",20,1,3,2,1,0
"1025","6495",21,1,3,3,1,0
"1026","6495",22,0,4,1,1,0
"1027","6495",23,1,4,2,1,0
"1028","6495",24,1,4,3,1,0
"1029","6495",25,1,1,1,0,0
"1030","6495",26,1,1,2,0,0
"1031","6495",27,1,1,3,0,0
"1032","6495",28,1,2,1,0,0
"1033","6495",29,1,2,2,0,0
"1034","6495",30,1,2,3,0,0
"1035","6495",31,1,3,1,0,0
"1036","6495",32,1,3,2,0,0
"1037","6495",33,1,3,3,0,0
"1038","6495",34,1,4,1,0,0
"1039","6495",35,1,4,2,0,0
"1040","6495",36,1,4,3,0,0
"1041","6495",37,1,1,1,1,0
"1042","6495",38,1,1,2,1,0
"1043","6495",39,1,1,3,1,0
"1044","6495",40,1,2,1,1,0
"1045","6495",41,1,2,2,1,0
"1046","6495",42,1,2,3,1,0
"1047","6495",43,1,3,1,1,0
"1048","6495",44,1,3,2,1,0
"1049","6495",45,1,3,3,1,0
"1050","6495",46,1,4,1,1,0
"1051","6495",47,0,4,2,1,0
"1052","9593",1,0,1,1,0,1
"1053","9593",2,1,1,2,0,1
"1054","9593",4,1,2,1,0,1
"1055","9593",5,1,2,2,0,1
"1056","9593",6,1,2,3,0,1
"1057","9593",7,1,3,1,0,1
"1058","9593",8,1,3,2,0,1
"1059","9593",9,0,3,3,0,1
"1060","9593",10,1,4,1,0,1
"1061","9593",11,1,4,2,0,1
"1062","9593",12,0,4,3,0,1
"1063","9593",13,1,1,1,1,1
"1064","9593",14,1,1,2,1,1
"1065","9593",15,1,1,3,1,1
"1066","9593",16,1,2,1,1,1
"1067","9593",17,1,2,2,1,1
"1068","9593",18,1,2,3,1,1
"1069","9593",19,1,3,1,1,1
"1070","9593",20,1,3,2,1,1
"1071","9593",21,1,3,3,1,1
"1072","9593",23,1,4,2,1,1
"1073","9593",24,1,4,3,1,1
"1074","9593",25,1,1,1,0,1
"1075","9593",26,1,1,2,0,1
"1076","9593",27,1,1,3,0,1
"1077","9593",28,1,2,1,0,1
"1078","9593",29,1,2,2,0,1
"1079","9593",30,1,2,3,0,1
"1080","9593",31,1,3,1,0,1
"1081","9593",32,1,3,2,0,1
"1082","9593",33,1,3,3,0,1
"1083","9593",34,1,4,1,0,1
"1084","9593",35,1,4,2,0,1
"1085","9593",36,1,4,3,0,1
"1086","9593",37,1,1,1,1,1
"1087","9593",38,1,1,2,1,1
"1088","9593",39,1,1,3,1,1
"1089","9593",40,1,2,1,1,1
"1090","9593",41,1,2,2,1,1
"1091","9593",42,1,2,3,1,1
"1092","9593",43,1,3,1,1,1
"1093","9593",44,1,3,2,1,1
"1094","9593",45,1,3,3,1,1
"1095","9593",46,1,4,1,1,1
"1096","9593",47,1,4,2,1,1
"1097","9593",48,1,4,3,1,1
"1098","4241",1,1,1,1,0,1
"1099","4241",2,1,1,2,0,1
"1100","4241",3,1,1,3,0,1
"1101","4241",4,1,2,1,0,1
"1102","4241",5,0,2,2,0,1
"1103","4241",6,1,2,3,0,1
"1104","4241",7,1,3,1,0,1
"1105","4241",8,1,3,2,0,1
"1106","4241",9,1,3,3,0,1
"1107","4241",10,1,4,1,0,1
"1108","4241",11,1,4,2,0,1
"1109","4241",12,1,4,3,0,1
"1110","4241",13,1,1,1,1,1
"1111","4241",14,1,1,2,1,1
"1112","4241",15,1,1,3,1,1
"1113","4241",16,1,2,1,1,1
"1114","4241",17,1,2,2,1,1
"1115","4241",18,1,2,3,1,1
"1116","4241",19,1,3,1,1,1
"1117","4241",20,1,3,2,1,1
"1118","4241",21,1,3,3,1,1
"1119","4241",22,1,4,1,1,1
"1120","4241",24,1,4,3,1,1
"1121","4241",25,1,1,1,0,1
"1122","4241",26,1,1,2,0,1
"1123","4241",27,1,1,3,0,1
"1124","4241",28,1,2,1,0,1
"1125","4241",29,1,2,2,0,1
"1126","4241",31,1,3,1,0,1
"1127","4241",34,1,4,1,0,1
"1128","4241",35,1,4,2,0,1
"1129","4241",36,1,4,3,0,1
"1130","4241",38,1,1,2,1,1
"1131","4241",40,1,2,1,1,1
"1132","4241",41,1,2,2,1,1
"1133","4241",42,1,2,3,1,1
"1134","4241",43,1,3,1,1,1
"1135","4241",44,1,3,2,1,1
"1136","4241",47,1,4,2,1,1
"1137","4241",48,1,4,3,1,1
"1138","2397",1,0,1,1,0,0
"1139","2397",2,1,1,2,0,0
"1140","2397",3,1,1,3,0,0
"1141","2397",4,0,2,1,0,0
"1142","2397",5,1,2,2,0,0
"1143","2397",6,1,2,3,0,0
"1144","2397",7,0,3,1,0,0
"1145","2397",8,1,3,2,0,0
"1146","2397",9,1,3,3,0,0
"1147","2397",10,1,4,1,0,0
"1148","2397",11,0,4,2,0,0
"1149","2397",12,1,4,3,0,0
"1150","2397",13,1,1,1,1,0
"1151","2397",14,1,1,2,1,0
"1152","2397",15,1,1,3,1,0
"1153","2397",16,0,2,1,1,0
"1154","2397",17,1,2,2,1,0
"1155","2397",18,1,2,3,1,0
"1156","2397",19,0,3,1,1,0
"1157","2397",20,1,3,2,1,0
"1158","2397",22,0,4,1,1,0
"1159","2397",23,0,4,2,1,0
"1160","2397",24,1,4,3,1,0
"1161","2397",25,1,1,1,0,0
"1162","2397",26,1,1,2,0,0
"1163","2397",27,1,1,3,0,0
"1164","2397",28,0,2,1,0,0
"1165","2397",29,1,2,2,0,0
"1166","2397",30,1,2,3,0,0
"1167","2397",31,0,3,1,0,0
"1168","2397",32,1,3,2,0,0
"1169","2397",33,1,3,3,0,0
"1170","2397",34,0,4,1,0,0
"1171","2397",35,0,4,2,0,0
"1172","2397",37,1,1,1,1,0
"1173","2397",38,1,1,2,1,0
"1174","2397",39,1,1,3,1,0
"1175","2397",40,0,2,1,1,0
"1176","2397",41,0,2,2,1,0
"1177","2397",42,1,2,3,1,0
"1178","2397",43,0,3,1,1,0
"1179","2397",44,0,3,2,1,0
"1180","2397",45,0,3,3,1,0
"1181","2397",46,0,4,1,1,0
"1182","2397",47,0,4,2,1,0
"1183","2397",48,0,4,3,1,0
"1184","5835",1,1,1,1,0,1
"1185","5835",2,1,1,2,0,1
"1186","5835",3,1,1,3,0,1
"1187","5835",4,1,2,1,0,1
"1188","5835",6,1,2,3,0,1
"1189","5835",8,1,3,2,0,1
"1190","5835",9,1,3,3,0,1
"1191","5835",11,1,4,2,0,1
"1192","5835",12,1,4,3,0,1
"1193","5835",13,1,1,1,1,1
"1194","5835",15,1,1,3,1,1
"1195","5835",16,0,2,1,1,1
"1196","5835",18,1,2,3,1,1
"1197","5835",19,1,3,1,1,1
"1198","5835",20,1,3,2,1,1
"1199","5835",21,1,3,3,1,1
"1200","5835",22,0,4,1,1,1
"1201","5835",23,1,4,2,1,1
"1202","5835",24,1,4,3,1,1
"1203","5835",25,1,1,1,0,1
"1204","5835",26,1,1,2,0,1
"1205","5835",27,1,1,3,0,1
"1206","5835",28,1,2,1,0,1
"1207","5835",30,1,2,3,0,1
"1208","5835",32,1,3,2,0,1
"1209","5835",33,1,3,3,0,1
"1210","5835",34,1,4,1,0,1
"1211","5835",35,1,4,2,0,1
"1212","5835",36,1,4,3,0,1
"1213","5835",39,1,1,3,1,1
"1214","5835",40,1,2,1,1,1
"1215","5835",41,1,2,2,1,1
"1216","5835",43,1,3,1,1,1
"1217","5835",44,1,3,2,1,1
"1218","5835",45,1,3,3,1,1
"1219","5835",47,1,4,2,1,1
"1220","5835",48,1,4,3,1,1
"1221","8925",1,1,1,1,0,1
"1222","8925",2,1,1,2,0,1
"1223","8925",3,1,1,3,0,1
"1224","8925",4,1,2,1,0,1
"1225","8925",5,1,2,2,0,1
"1226","8925",6,1,2,3,0,1
"1227","8925",7,1,3,1,0,1
"1228","8925",8,1,3,2,0,1
"1229","8925",9,1,3,3,0,1
"1230","8925",10,1,4,1,0,1
"1231","8925",11,0,4,2,0,1
"1232","8925",12,1,4,3,0,1
"1233","8925",13,1,1,1,1,1
"1234","8925",14,1,1,2,1,1
"1235","8925",15,1,1,3,1,1
"1236","8925",16,1,2,1,1,1
"1237","8925",17,1,2,2,1,1
"1238","8925",18,1,2,3,1,1
"1239","8925",19,1,3,1,1,1
"1240","8925",20,1,3,2,1,1
"1241","8925",21,0,3,3,1,1
"1242","8925",22,1,4,1,1,1
"1243","8925",23,0,4,2,1,1
"1244","8925",24,1,4,3,1,1
"1245","8925",25,1,1,1,0,1
"1246","8925",26,1,1,2,0,1
"1247","8925",27,1,1,3,0,1
"1248","8925",28,1,2,1,0,1
"1249","8925",29,1,2,2,0,1
"1250","8925",30,1,2,3,0,1
"1251","8925",31,1,3,1,0,1
"1252","8925",32,1,3,2,0,1
"1253","8925",33,1,3,3,0,1
"1254","8925",34,1,4,1,0,1
"1255","8925",35,1,4,2,0,1
"1256","8925",36,1,4,3,0,1
"1257","8925",37,0,1,1,1,1
"1258","8925",38,0,1,2,1,1
"1259","8925",39,0,1,3,1,1
"1260","8925",40,0,2,1,1,1
"1261","8925",41,0,2,2,1,1
"1262","8925",42,0,2,3,1,1
"1263","8925",43,1,3,1,1,1
"1264","8925",44,1,3,2,1,1
"1265","8925",45,1,3,3,1,1
"1266","8925",46,0,4,1,1,1
"1267","8925",47,0,4,2,1,1
"1268","8925",48,0,4,3,1,1
"1269","3228",1,1,1,1,0,1
"1270","3228",2,1,1,2,0,1
"1271","3228",3,1,1,3,0,1
"1272","3228",4,1,2,1,0,1
"1273","3228",5,1,2,2,0,1
"1274","3228",6,1,2,3,0,1
"1275","3228",7,1,3,1,0,1
"1276","3228",8,0,3,2,0,1
"1277","3228",9,1,3,3,0,1
"1278","3228",10,1,4,1,0,1
"1279","3228",11,1,4,2,0,1
"1280","3228",12,1,4,3,0,1
"1281","3228",13,1,1,1,1,1
"1282","3228",14,1,1,2,1,1
"1283","3228",15,1,1,3,1,1
"1284","3228",16,1,2,1,1,1
"1285","3228",17,1,2,2,1,1
"1286","3228",18,1,2,3,1,1
"1287","3228",19,1,3,1,1,1
"1288","3228",20,1,3,2,1,1
"1289","3228",21,1,3,3,1,1
"1290","3228",22,1,4,1,1,1
"1291","3228",23,1,4,2,1,1
"1292","3228",24,1,4,3,1,1
"1293","3228",25,1,1,1,0,1
"1294","3228",26,1,1,2,0,1
"1295","3228",27,1,1,3,0,1
"1296","3228",28,1,2,1,0,1
"1297","3228",29,1,2,2,0,1
"1298","3228",30,1,2,3,0,1
"1299","3228",31,1,3,1,0,1
"1300","3228",32,1,3,2,0,1
"1301","3228",33,1,3,3,0,1
"1302","3228",34,1,4,1,0,1
"1303","3228",35,1,4,2,0,1
"1304","3228",36,1,4,3,0,1
"1305","3228",37,1,1,1,1,1
"1306","3228",38,0,1,2,1,1
"1307","3228",39,1,1,3,1,1
"1308","3228",40,0,2,1,1,1
"1309","3228",41,1,2,2,1,1
"1310","3228",42,1,2,3,1,1
"1311","3228",43,1,3,1,1,1
"1312","3228",44,1,3,2,1,1
"1313","3228",46,1,4,1,1,1
"1314","3228",47,1,4,2,1,1
"1315","3228",48,1,4,3,1,1
"1316","6644",1,0,1,1,0,0
"1317","6644",2,1,1,2,0,0
"1318","6644",3,0,1,3,0,0
"1319","6644",4,1,2,1,0,0
"1320","6644",5,0,2,2,0,0
"1321","6644",6,1,2,3,0,0
"1322","6644",7,1,3,1,0,0
"1323","6644",8,1,3,2,0,0
"1324","6644",9,0,3,3,0,0
"1325","6644",10,0,4,1,0,0
"1326","6644",11,0,4,2,0,0
"1327","6644",12,0,4,3,0,0
"1328","6644",13,1,1,1,1,0
"1329","6644",14,0,1,2,1,0
"1330","6644",15,0,1,3,1,0
"1331","6644",16,1,2,1,1,0
"1332","6644",17,1,2,2,1,0
"1333","6644",18,1,2,3,1,0
"1334","6644",19,0,3,1,1,0
"1335","6644",20,1,3,2,1,0
"1336","6644",21,1,3,3,1,0
"1337","6644",22,0,4,1,1,0
"1338","6644",23,1,4,2,1,0
"1339","6644",24,0,4,3,1,0
"1340","6644",25,1,1,1,0,0
"1341","6644",26,1,1,2,0,0
"1342","6644",27,1,1,3,0,0
"1343","6644",28,1,2,1,0,0
"1344","6644",29,1,2,2,0,0
"1345","6644",30,1,2,3,0,0
"1346","6644",31,0,3,1,0,0
"1347","6644",32,1,3,2,0,0
"1348","6644",33,1,3,3,0,0
"1349","6644",34,0,4,1,0,0
"1350","6644",35,1,4,2,0,0
"1351","6644",36,0,4,3,0,0
"1352","6644",37,0,1,1,1,0
"1353","6644",38,0,1,2,1,0
"1354","6644",39,1,1,3,1,0
"1355","6644",40,1,2,1,1,0
"1356","6644",41,0,2,2,1,0
"1357","6644",42,1,2,3,1,0
"1358","6644",43,0,3,1,1,0
"1359","6644",44,1,3,2,1,0
"1360","6644",45,0,3,3,1,0
"1361","6644",46,1,4,1,1,0
"1362","6644",47,0,4,2,1,0
"1363","6644",48,1,4,3,1,0
"1364","3624",1,1,1,1,0,0
"1365","3624",2,1,1,2,0,0
"1366","3624",3,1,1,3,0,0
"1367","3624",4,0,2,1,0,0
"1368","3624",5,1,2,2,0,0
"1369","3624",6,1,2,3,0,0
"1370","3624",9,1,3,3,0,0
"1371","3624",10,0,4,1,0,0
"1372","3624",12,1,4,3,0,0
"1373","3624",13,1,1,1,1,0
"1374","3624",14,1,1,2,1,0
"1375","3624",15,1,1,3,1,0
"1376","3624",16,0,2,1,1,0
"1377","3624",17,0,2,2,1,0
"1378","3624",18,1,2,3,1,0
"1379","3624",19,0,3,1,1,0
"1380","3624",21,0,3,3,1,0
"1381","3624",22,0,4,1,1,0
"1382","3624",23,0,4,2,1,0
"1383","3624",24,1,4,3,1,0
"1384","3624",25,0,1,1,0,0
"1385","3624",26,1,1,2,0,0
"1386","3624",27,1,1,3,0,0
"1387","3624",28,0,2,1,0,0
"1388","3624",29,1,2,2,0,0
"1389","3624",30,1,2,3,0,0
"1390","3624",31,0,3,1,0,0
"1391","3624",32,1,3,2,0,0
"1392","3624",33,1,3,3,0,0
"1393","3624",34,0,4,1,0,0
"1394","3624",35,1,4,2,0,0
"1395","3624",36,0,4,3,0,0
"1396","3624",37,0,1,1,1,0
"1397","3624",38,0,1,2,1,0
"1398","3624",39,1,1,3,1,0
"1399","3624",40,0,2,1,1,0
"1400","3624",41,1,2,2,1,0
"1401","3624",42,1,2,3,1,0
"1402","3624",43,0,3,1,1,0
"1403","3624",44,0,3,2,1,0
"1404","3624",45,1,3,3,1,0
"1405","3624",46,0,4,1,1,0
"1406","3624",47,0,4,2,1,0
"1407","3624",48,1,4,3,1,0
"1408","7107",2,1,1,2,0,1
"1409","7107",3,1,1,3,0,1
"1410","7107",5,1,2,2,0,1
"1411","7107",6,1,2,3,0,1
"1412","7107",7,1,3,1,0,1
"1413","7107",8,1,3,2,0,1
"1414","7107",9,1,3,3,0,1
"1415","7107",10,1,4,1,0,1
"1416","7107",11,1,4,2,0,1
"1417","7107",14,1,1,2,1,1
"1418","7107",16,0,2,1,1,1
"1419","7107",17,1,2,2,1,1
"1420","7107",18,0,2,3,1,1
"1421","7107",19,1,3,1,1,1
"1422","7107",20,1,3,2,1,1
"1423","7107",21,1,3,3,1,1
"1424","7107",22,1,4,1,1,1
"1425","7107",23,1,4,2,1,1
"1426","7107",25,1,1,1,0,1
"1427","7107",26,1,1,2,0,1
"1428","7107",27,1,1,3,0,1
"1429","7107",28,1,2,1,0,1
"1430","7107",29,1,2,2,0,1
"1431","7107",30,1,2,3,0,1
"1432","7107",31,1,3,1,0,1
"1433","7107",32,1,3,2,0,1
"1434","7107",33,1,3,3,0,1
"1435","7107",34,1,4,1,0,1
"1436","7107",35,1,4,2,0,1
"1437","7107",36,1,4,3,0,1
"1438","7107",37,0,1,1,1,1
"1439","7107",38,1,1,2,1,1
"1440","7107",39,0,1,3,1,1
"1441","7107",40,0,2,1,1,1
"1442","7107",41,1,2,2,1,1
"1443","7107",42,0,2,3,1,1
"1444","7107",43,1,3,1,1,1
"1445","7107",44,1,3,2,1,1
"1446","7107",45,1,3,3,1,1
"1447","7107",47,0,4,2,1,1
"1448","7107",48,1,4,3,1,1
"1449","0893",1,1,1,1,0,1
"1450","0893",2,1,1,2,0,1
"1451","0893",3,1,1,3,0,1
"1452","0893",4,1,2,1,0,1
"1453","0893",5,1,2,2,0,1
"1454","0893",6,1,2,3,0,1
"1455","0893",7,1,3,1,0,1
"1456","0893",8,1,3,2,0,1
"1457","0893",9,1,3,3,0,1
"1458","0893",10,1,4,1,0,1
"1459","0893",11,1,4,2,0,1
"1460","0893",12,1,4,3,0,1
"1461","0893",13,1,1,1,1,1
"1462","0893",14,1,1,2,1,1
"1463","0893",15,1,1,3,1,1
"1464","0893",16,1,2,1,1,1
"1465","0893",17,1,2,2,1,1
"1466","0893",18,1,2,3,1,1
"1467","0893",19,1,3,1,1,1
"1468","0893",20,1,3,2,1,1
"1469","0893",21,1,3,3,1,1
"1470","0893",22,1,4,1,1,1
"1471","0893",23,1,4,2,1,1
"1472","0893",24,1,4,3,1,1
"1473","0893",25,1,1,1,0,1
"1474","0893",26,1,1,2,0,1
"1475","0893",27,1,1,3,0,1
"1476","0893",28,1,2,1,0,1
"1477","0893",29,1,2,2,0,1
"1478","0893",30,1,2,3,0,1
"1479","0893",31,1,3,1,0,1
"1480","0893",32,1,3,2,0,1
"1481","0893",33,1,3,3,0,1
"1482","0893",34,1,4,1,0,1
"1483","0893",35,1,4,2,0,1
"1484","0893",36,1,4,3,0,1
"1485","0893",37,1,1,1,1,1
"1486","0893",38,1,1,2,1,1
"1487","0893",39,1,1,3,1,1
"1488","0893",40,1,2,1,1,1
"1489","0893",41,1,2,2,1,1
"1490","0893",42,1,2,3,1,1
"1491","0893",43,1,3,1,1,1
"1492","0893",44,1,3,2,1,1
"1493","0893",45,1,3,3,1,1
"1494","0893",46,1,4,1,1,1
"1495","0893",47,1,4,2,1,1
"1496","0893",48,1,4,3,1,1
"1497","6707",2,1,1,2,0,1
"1498","6707",3,1,1,3,0,1
"1499","6707",4,1,2,1,0,1
"1500","6707",5,1,2,2,0,1
"1501","6707",6,1,2,3,0,1
"1502","6707",7,1,3,1,0,1
"1503","6707",8,1,3,2,0,1
"1504","6707",9,1,3,3,0,1
"1505","6707",10,1,4,1,0,1
"1506","6707",11,1,4,2,0,1
"1507","6707",12,1,4,3,0,1
"1508","6707",13,1,1,1,1,1
"1509","6707",14,1,1,2,1,1
"1510","6707",15,1,1,3,1,1
"1511","6707",16,1,2,1,1,1
"1512","6707",17,1,2,2,1,1
"1513","6707",18,1,2,3,1,1
"1514","6707",19,1,3,1,1,1
"1515","6707",20,1,3,2,1,1
"1516","6707",22,1,4,1,1,1
"1517","6707",23,1,4,2,1,1
"1518","6707",24,1,4,3,1,1
"1519","6707",25,1,1,1,0,1
"1520","6707",26,1,1,2,0,1
"1521","6707",28,1,2,1,0,1
