"sub","trial","decision","reward","effort","agent","success","grupo"
"1817",3,1,3,1,0,0,1
"1817",4,1,1,2,0,0,1
"1817",5,1,2,2,0,0,1
"1817",6,1,3,2,0,0,1
"1817",7,1,1,3,0,0,1
"1817",8,1,2,3,0,0,1
"1817",9,1,3,3,0,0,1
"1817",10,1,1,4,0,0,1
"1817",11,1,2,4,0,0,1
"1817",12,1,3,4,0,0,1
"1817",13,1,1,1,0,0,1
"1817",14,1,2,1,0,0,1
"1817",15,1,3,1,0,0,1
"1817",16,1,1,2,0,0,1
"1817",17,1,2,2,0,0,1
"1817",18,1,3,2,0,0,1
"1817",19,1,1,3,0,0,1
"1817",20,2,2,3,0,0,1
"1817",21,1,3,3,0,0,1
"1817",22,1,1,4,0,1,1
"1817",23,1,2,4,0,1,1
"1817",24,1,3,4,0,1,1
"1817",25,1,1,1,1,0,1
"1817",26,1,2,1,1,0,1
"1817",27,1,3,1,1,0,1
"1817",28,1,1,2,1,0,1
"1817",29,1,2,2,1,0,1
"1817",30,1,3,2,1,0,1
"1817",31,1,1,3,1,0,1
"1817",32,1,2,3,1,1,1
"1817",33,1,3,3,1,0,1
"1817",34,1,1,4,1,0,1
"1817",35,2,2,4,1,0,1
"1817",36,2,3,4,1,0,1
"1817",37,2,1,1,1,0,1
"1817",38,2,2,1,1,0,1
"1817",39,1,3,1,1,0,1
"1817",40,0,1,2,1,0,1
"1817",41,2,2,2,1,0,1
"1817",42,2,3,2,1,0,1
"1817",43,2,1,3,1,0,1
"1817",44,2,2,3,1,0,1
"1817",45,2,3,3,1,0,1
"1817",46,2,1,4,1,0,1
"1817",47,2,2,4,1,0,1
"1817",48,2,3,4,1,0,1
"1867",1,1,1,1,0,0,0
"1867",2,1,2,1,0,0,0
"1867",3,0,3,1,0,0,0
"1867",4,0,1,2,0,0,0
"1867",5,1,2,2,0,0,0
"1867",6,0,3,2,0,0,0
"1867",7,1,1,3,0,0,0
"1867",8,1,2,3,0,0,0
"1867",9,0,3,3,0,0,0
"1867",10,0,1,4,0,0,0
"1867",11,0,2,4,0,0,0
"1867",12,0,3,4,0,0,0
"1867",13,0,1,1,0,0,0
"1867",14,0,2,1,0,0,0
"1867",15,1,3,1,0,0,0
"1867",16,0,1,2,0,0,0
"1867",17,0,2,2,0,0,0
"1867",18,0,3,2,0,0,0
"1867",19,2,1,3,0,0,0
"1867",20,0,2,3,0,0,0
"1867",21,1,3,3,0,0,0
"1867",22,0,1,4,0,0,0
"1867",23,0,2,4,0,0,0
"1867",24,1,3,4,0,0,0
"1867",25,1,1,1,1,0,0
"1867",26,1,2,1,1,0,0
"1867",27,1,3,1,1,0,0
"1867",28,1,1,2,1,0,0
"1867",29,0,2,2,1,0,0
"1867",30,0,3,2,1,0,0
"1867",31,1,1,3,1,1,0
"1867",32,1,2,3,1,0,0
"1867",33,1,3,3,1,0,0
"1867",34,1,1,4,1,0,0
"1867",35,0,2,4,1,0,0
"1867",36,0,3,4,1,0,0
"1867",37,0,1,1,1,0,0
"1867",38,1,2,1,1,0,0
"1867",39,0,3,1,1,0,0
"1867",40,1,1,2,1,0,0
"1867",41,1,2,2,1,0,0
"1867",42,1,3,2,1,0,0
"1867",43,1,1,3,1,0,0
"1867",44,1,2,3,1,0,0
"1867",45,0,3,3,1,0,0
"1867",46,0,1,4,1,0,0
"1867",47,1,2,4,1,0,0
"1867",48,0,3,4,1,0,0
"1870",1,1,1,1,0,0,1
"1870",2,2,2,1,0,0,1
"1870",3,1,3,1,0,0,1
"1870",4,2,1,2,0,0,1
"1870",5,1,2,2,0,0,1
"1870",6,1,3,2,0,0,1
"1870",7,2,1,3,0,0,1
"1870",8,1,2,3,0,0,1
"1870",9,1,3,3,0,0,1
"1870",10,2,1,4,0,0,1
"1870",11,1,2,4,0,0,1
"1870",12,1,3,4,0,0,1
"1870",13,1,1,1,0,0,1
"1870",14,2,2,1,0,0,1
"1870",15,1,3,1,0,0,1
"1870",16,1,1,2,0,0,1
"1870",17,1,2,2,0,0,1
"1870",18,1,3,2,0,0,1
"1870",19,1,1,3,0,0,1
"1870",20,1,2,3,0,0,1
"1870",21,1,3,3,0,0,1
"1870",22,1,1,4,0,0,1
"1870",23,1,2,4,0,0,1
"1870",24,1,3,4,0,0,1
"1870",25,0,1,1,1,0,1
"1870",26,1,2,1,1,1,1
"1870",27,1,3,1,1,0,1
"1870",28,1,1,2,1,0,1
"1870",29,0,2,2,1,0,1
"1870",30,1,3,2,1,0,1
"1870",31,0,1,3,1,0,1
"1870",32,1,2,3,1,0,1
"1870",33,0,3,3,1,0,1
"1870",34,0,1,4,1,0,1
"1870",35,1,2,4,1,0,1
"1870",36,0,3,4,1,0,1
"1870",37,2,1,1,1,0,1
"1870",38,0,2,1,1,0,1
"1870",39,0,3,1,1,0,1
"1870",40,0,1,2,1,0,1
"1870",41,0,2,2,1,0,1
"1870",42,0,3,2,1,0,1
"1870",43,0,1,3,1,0,1
"1870",44,0,2,3,1,0,1
"1870",45,0,3,3,1,0,1
"1870",46,0,1,4,1,0,1
"1870",47,0,2,4,1,0,1
"1870",48,2,3,4,1,0,1
"2397",1,0,1,1,0,0,0
"2397",2,1,2,1,0,0,0
"2397",3,1,3,1,0,0,0
"2397",4,0,1,2,0,0,0
"2397",5,1,2,2,0,0,0
"2397",6,1,3,2,0,0,0
"2397",7,0,1,3,0,0,0
"2397",8,1,2,3,0,0,0
"2397",9,1,3,3,0,0,0
"2397",10,1,1,4,0,0,0
"2397",11,0,2,4,0,0,0
"2397",12,1,3,4,0,0,0
"2397",13,1,1,1,0,0,0
"2397",14,1,2,1,0,0,0
"2397",15,1,3,1,0,0,0
"2397",16,0,1,2,0,0,0
"2397",17,1,2,2,0,0,0
"2397",18,1,3,2,0,0,0
"2397",19,0,1,3,0,0,0
"2397",20,1,2,3,0,0,0
"2397",21,1,3,3,0,1,0
"2397",22,0,1,4,0,0,0
"2397",23,0,2,4,0,0,0
"2397",24,2,3,4,0,0,0
"2397",25,1,1,1,1,0,0
"2397",26,1,2,1,1,0,0
"2397",27,1,3,1,1,0,0
"2397",28,0,1,2,1,0,0
"2397",29,1,2,2,1,0,0
"2397",30,1,3,2,1,0,0
"2397",31,0,1,3,1,0,0
"2397",32,1,2,3,1,0,0
"2397",33,2,3,3,1,0,0
"2397",34,0,1,4,1,0,0
"2397",35,0,2,4,1,0,0
"2397",36,1,3,4,1,1,0
"2397",37,1,1,1,1,0,0
"2397",38,1,2,1,1,0,0
"2397",39,1,3,1,1,0,0
"2397",40,0,1,2,1,0,0
"2397",41,0,2,2,1,0,0
"2397",42,1,3,2,1,0,0
"2397",43,0,1,3,1,0,0
"2397",44,0,2,3,1,0,0
"2397",45,0,3,3,1,0,0
"2397",46,0,1,4,1,0,0
"2397",47,0,2,4,1,0,0
"2397",48,0,3,4,1,0,0
"2411",1,1,1,1,0,0,1
"2411",2,1,2,1,0,1,1
"2411",3,2,3,1,0,0,1
"2411",4,1,1,2,0,0,1
"2411",5,2,2,2,0,0,1
"2411",6,1,3,2,0,0,1
"2411",7,1,1,3,0,0,1
"2411",8,2,2,3,0,0,1
"2411",9,0,3,3,0,0,1
"2411",10,1,1,4,0,0,1
"2411",11,2,2,4,0,0,1
"2411",12,1,3,4,0,0,1
"2411",13,1,1,1,0,0,1
"2411",14,1,2,1,0,0,1
"2411",15,1,3,1,0,0,1
"2411",16,1,1,2,0,1,1
"2411",17,1,2,2,0,0,1
"2411",18,1,3,2,0,1,1
"2411",19,0,1,3,0,0,1
"2411",20,1,2,3,0,1,1
"2411",21,1,3,3,0,0,1
"2411",22,1,1,4,0,0,1
"2411",23,1,2,4,0,1,1
"2411",24,1,3,4,0,1,1
"2411",25,1,1,1,1,0,1
"2411",26,0,2,1,1,0,1
"2411",27,1,3,1,1,0,1
"2411",28,2,1,2,1,0,1
"2411",29,1,2,2,1,0,1
"2411",30,2,3,2,1,0,1
"2411",31,1,1,3,1,0,1
"2411",32,2,2,3,1,0,1
"2411",33,1,3,3,1,0,1
"2411",34,1,1,4,1,0,1
"2411",35,2,2,4,1,0,1
"2411",36,2,3,4,1,0,1
"2411",37,1,1,1,1,0,1
"2411",38,1,2,1,1,0,1
"2411",39,1,3,1,1,0,1
"2411",40,1,1,2,1,0,1
"2411",41,1,2,2,1,0,1
"2411",42,1,3,2,1,0,1
"2411",43,1,1,3,1,0,1
"2411",44,1,2,3,1,0,1
"2411",45,1,3,3,1,0,1
"2411",46,1,1,4,1,0,1
"2411",47,1,2,4,1,0,1
"2411",48,1,3,4,1,0,1
"2431",1,1,1,1,0,0,1
"2431",2,1,2,1,0,0,1
"2431",3,1,3,1,0,0,1
"2431",4,1,1,2,0,0,1
"2431",5,1,2,2,0,0,1
"2431",6,1,3,2,0,0,1
"2431",7,1,1,3,0,0,1
"2431",8,1,2,3,0,0,1
"2431",9,1,3,3,0,0,1
"2431",10,1,1,4,0,0,1
"2431",11,1,2,4,0,0,1
"2431",12,1,3,4,0,0,1
"2431",13,1,1,1,0,1,1
"2431",14,1,2,1,0,0,1
"2431",15,1,3,1,0,0,1
"2431",16,1,1,2,0,1,1
"2431",17,1,2,2,0,0,1
"2431",18,1,3,2,0,0,1
"2431",19,1,1,3,0,1,1
"2431",20,1,2,3,0,0,1
"2431",21,1,3,3,0,0,1
"2431",22,1,1,4,0,0,1
"2431",23,1,2,4,0,0,1
"2431",24,1,3,4,0,0,1
"2431",25,2,1,1,1,0,1
"2431",26,1,2,1,1,0,1
"2431",27,1,3,1,1,0,1
"2431",28,2,1,2,1,0,1
"2431",29,0,2,2,1,0,1
"2431",30,1,3,2,1,0,1
"2431",31,2,1,3,1,0,1
"2431",32,1,2,3,1,0,1
"2431",33,1,3,3,1,0,1
"2431",34,1,1,4,1,0,1
"2431",35,1,2,4,1,0,1
"2431",36,1,3,4,1,0,1
"2431",37,1,1,1,1,0,1
"2431",38,0,2,1,1,0,1
"2431",39,0,3,1,1,0,1
"2431",40,0,1,2,1,0,1
"2431",41,0,2,2,1,0,1
"2431",42,1,3,2,1,0,1
"2431",43,0,1,3,1,0,1
"2431",44,1,2,3,1,0,1
"2431",45,0,3,3,1,0,1
"2431",46,0,1,4,1,0,1
"2431",47,1,2,4,1,0,1
"2431",48,1,3,4,1,0,1
"2690",1,1,1,1,0,0,0
"2690",2,1,2,1,0,0,0
"2690",3,1,3,1,0,0,0
"2690",4,0,1,2,0,0,0
"2690",5,1,2,2,0,0,0
"2690",6,1,3,2,0,0,0
"2690",7,1,1,3,0,0,0
"2690",8,1,2,3,0,0,0
"2690",9,1,3,3,0,0,0
"2690",10,1,1,4,0,1,0
"2690",11,1,2,4,0,0,0
"2690",12,1,3,4,0,0,0
"2690",13,1,1,1,0,0,0
"2690",14,2,2,1,0,0,0
"2690",15,1,3,1,0,0,0
"2690",16,1,1,2,0,0,0
"2690",17,1,2,2,0,0,0
"2690",18,1,3,2,0,0,0
"2690",19,1,1,3,0,0,0
"2690",20,1,2,3,0,0,0
"2690",21,1,3,3,0,0,0
"2690",22,1,1,4,0,0,0
"2690",23,1,2,4,0,0,0
"2690",24,1,3,4,0,0,0
"2690",25,0,1,1,1,0,0
"2690",26,1,2,1,1,1,0
"2690",27,1,3,1,1,0,0
"2690",28,0,1,2,1,0,0
"2690",29,1,2,2,1,0,0
"2690",30,1,3,2,1,0,0
"2690",31,1,1,3,1,0,0
"2690",32,1,2,3,1,0,0
"2690",33,1,3,3,1,0,0
"2690",34,1,1,4,1,0,0
"2690",35,0,2,4,1,0,0
"2690",36,1,3,4,1,0,0
"2690",37,2,1,1,1,0,0
"2690",38,0,2,1,1,0,0
"2690",39,1,3,1,1,0,0
"2690",40,1,1,2,1,0,0
"2690",41,0,2,2,1,0,0
"2690",42,1,3,2,1,0,0
"2690",43,0,1,3,1,0,0
"2690",44,0,2,3,1,0,0
"2690",45,1,3,3,1,0,0
"2690",46,0,1,4,1,0,0
"2690",47,1,2,4,1,0,0
"2690",48,0,3,4,1,0,0
"2803",1,1,1,1,0,0,0
"2803",2,1,2,1,0,0,0
"2803",3,1,3,1,0,0,0
"2803",4,0,1,2,0,0,0
"2803",5,0,2,2,0,0,0
"2803",6,0,3,2,0,0,0
"2803",7,0,1,3,0,0,0
"2803",8,0,2,3,0,0,0
"2803",9,0,3,3,0,0,0
"2803",10,0,1,4,0,0,0
"2803",11,0,2,4,0,0,0
"2803",12,0,3,4,0,0,0
"2803",13,1,1,1,0,0,0
"2803",14,1,2,1,0,0,0
"2803",15,1,3,1,0,0,0
"2803",16,1,1,2,0,0,0
"2803",17,1,2,2,0,0,0
"2803",18,1,3,2,0,0,0
"2803",19,1,1,3,0,0,0
"2803",20,1,2,3,0,0,0
"2803",21,0,3,3,0,0,0
"2803",22,0,1,4,0,0,0
"2803",23,0,2,4,0,0,0
"2803",24,0,3,4,0,0,0
"2803",25,1,1,1,1,0,0
"2803",26,1,2,1,1,0,0
"2803",27,1,3,1,1,0,0
"2803",28,0,1,2,1,0,0
"2803",29,0,2,2,1,0,0
"2803",30,0,3,2,1,0,0
"2803",31,0,1,3,1,0,0
"2803",32,0,2,3,1,0,0
"2803",33,0,3,3,1,0,0
"2803",34,0,1,4,1,0,0
"2803",35,0,2,4,1,0,0
"2803",36,0,3,4,1,0,0
"2803",37,0,1,1,1,0,0
"2803",38,1,2,1,1,0,0
"2803",39,0,3,1,1,0,0
"2803",40,0,1,2,1,0,0
"2803",41,0,2,2,1,0,0
"2803",42,0,3,2,1,0,0
"2803",43,0,1,3,1,0,0
"2803",44,0,2,3,1,0,0
"2803",45,0,3,3,1,0,0
"2803",46,0,1,4,1,0,0
"2803",47,0,2,4,1,0,0
"2803",48,0,3,4,1,0,0
"2854",1,1,1,1,0,0,0
"2854",2,1,2,1,0,0,0
"2854",3,1,3,1,0,0,0
"2854",4,1,1,2,0,0,0
"2854",5,1,2,2,0,0,0
"2854",6,1,3,2,0,0,0
"2854",7,1,1,3,0,0,0
"2854",8,1,2,3,0,0,0
"2854",9,1,3,3,0,0,0
"2854",10,1,1,4,0,0,0
"2854",11,1,2,4,0,0,0
"2854",12,1,3,4,0,0,0
"2854",13,1,1,1,0,0,0
"2854",14,1,2,1,0,0,0
"2854",15,1,3,1,0,0,0
"2854",16,1,1,2,0,0,0
"2854",17,1,2,2,0,0,0
"2854",18,1,3,2,0,0,0
"2854",19,1,1,3,0,0,0
"2854",20,1,2,3,0,0,0
"2854",21,1,3,3,0,0,0
"2854",22,1,1,4,0,0,0
"2854",23,1,2,4,0,0,0
"2854",24,1,3,4,0,0,0
"2854",25,1,1,1,1,0,0
"2854",26,1,2,1,1,0,0
"2854",27,1,3,1,1,0,0
"2854",28,1,1,2,1,0,0
"2854",29,1,2,2,1,0,0
"2854",30,1,3,2,1,0,0
"2854",31,1,1,3,1,0,0
"2854",32,1,2,3,1,0,0
"2854",33,1,3,3,1,0,0
"2854",34,1,1,4,1,0,0
"2854",35,1,2,4,1,0,0
"2854",36,1,3,4,1,0,0
"2854",37,1,1,1,1,0,0
"2854",38,1,2,1,1,0,0
"2854",39,1,3,1,1,0,0
"2854",40,1,1,2,1,0,0
"2854",41,1,2,2,1,0,0
"2854",42,1,3,2,1,0,0
"2854",43,1,1,3,1,0,0
"2854",44,1,2,3,1,0,0
"2854",45,1,3,3,1,0,0
"2854",46,1,1,4,1,0,0
"2854",47,1,2,4,1,0,0
"2854",48,1,3,4,1,0,0
"2899",1,1,1,1,0,0,0
"2899",2,1,2,1,0,0,0
"2899",3,1,3,1,0,0,0
"2899",4,1,1,2,0,0,0
"2899",5,1,2,2,0,0,0
"2899",6,1,3,2,0,0,0
"2899",7,1,1,3,0,0,0
"2899",8,2,2,3,0,0,0
"2899",9,1,3,3,0,0,0
"2899",10,2,1,4,0,0,0
"2899",11,1,2,4,0,0,0
"2899",12,1,3,4,0,0,0
"2899",13,1,1,1,0,1,0
"2899",14,1,2,1,0,0,0
"2899",15,1,3,1,0,0,0
"2899",16,1,1,2,0,0,0
"2899",17,1,2,2,0,0,0
"2899",18,1,3,2,0,0,0
"2899",19,1,1,3,0,1,0
"2899",20,1,2,3,0,0,0
"2899",21,1,3,3,0,1,0
"2899",22,1,1,4,0,1,0
"2899",23,1,2,4,0,0,0
"2899",24,1,3,4,0,0,0
"2899",25,2,1,1,1,0,0
"2899",26,1,2,1,1,0,0
"2899",27,0,3,1,1,0,0
"2899",28,1,1,2,1,0,0
"2899",29,1,2,2,1,0,0
"2899",30,1,3,2,1,0,0
"2899",31,2,1,3,1,0,0
"2899",32,0,2,3,1,0,0
"2899",33,2,3,3,1,0,0
"2899",34,2,1,4,1,0,0
"2899",35,1,2,4,1,0,0
"2899",36,1,3,4,1,0,0
"2899",37,1,1,1,1,0,0
"2899",38,0,2,1,1,0,0
"2899",39,0,3,1,1,0,0
"2899",40,0,1,2,1,0,0
"2899",41,0,2,2,1,0,0
"2899",42,1,3,2,1,0,0
"2899",43,1,1,3,1,0,0
"2899",44,0,2,3,1,0,0
"2899",45,0,3,3,1,0,0
"2899",46,0,1,4,1,0,0
"2899",47,1,2,4,1,0,0
"2899",48,2,3,4,1,0,0
"2939",1,2,1,1,0,0,0
"2939",2,2,2,1,0,0,0
"2939",3,2,3,1,0,0,0
"2939",4,2,1,2,0,0,0
"2939",5,2,2,2,0,0,0
"2939",6,2,3,2,0,0,0
"2939",7,2,1,3,0,0,0
"2939",8,2,2,3,0,0,0
"2939",9,2,3,3,0,0,0
"2939",10,2,1,4,0,0,0
"2939",11,2,2,4,0,0,0
"2939",12,2,3,4,0,0,0
"2939",13,2,1,1,0,0,0
"2939",14,2,2,1,0,0,0
"2939",15,2,3,1,0,0,0
"2939",16,2,1,2,0,0,0
"2939",17,2,2,2,0,0,0
"2939",18,2,3,2,0,0,0
"2939",19,2,1,3,0,0,0
"2939",20,2,2,3,0,0,0
"2939",21,2,3,3,0,0,0
"2939",22,2,1,4,0,0,0
"2939",23,2,2,4,0,0,0
"2939",24,2,3,4,0,0,0
"2939",25,2,1,1,1,0,0
"2939",26,2,2,1,1,0,0
"2939",27,2,3,1,1,0,0
"2939",28,2,1,2,1,0,0
"2939",29,2,2,2,1,0,0
"2939",30,2,3,2,1,0,0
"2939",31,2,1,3,1,0,0
"2939",32,2,2,3,1,0,0
"2939",33,2,3,3,1,0,0
"2939",34,2,1,4,1,0,0
"2939",35,2,2,4,1,0,0
"2939",36,2,3,4,1,0,0
"2939",37,2,1,1,1,0,0
"2939",38,2,2,1,1,0,0
"2939",39,2,3,1,1,0,0
"2939",40,2,1,2,1,0,0
"2939",41,2,2,2,1,0,0
"2939",42,2,3,2,1,0,0
"2939",43,2,1,3,1,0,0
"2939",44,2,2,3,1,0,0
"2939",45,2,3,3,1,0,0
"2939",46,2,1,4,1,0,0
"2939",47,2,2,4,1,0,0
"2939",48,2,3,4,1,0,0
"2959",1,1,1,1,0,0,0
"2959",2,1,2,1,0,0,0
"2959",3,1,3,1,0,0,0
"2959",4,1,1,2,0,0,0
"2959",5,1,2,2,0,0,0
"2959",6,1,3,2,0,0,0
"2959",7,1,1,3,0,0,0
"2959",8,1,2,3,0,0,0
"2959",9,1,3,3,0,0,0
"2959",10,2,1,4,0,0,0
"2959",11,1,2,4,0,0,0
"2959",12,1,3,4,0,0,0
"2959",13,0,1,1,0,0,0
"2959",14,1,2,1,0,0,0
"2959",15,1,3,1,0,0,0
"2959",16,1,1,2,0,0,0
"2959",17,1,2,2,0,0,0
"2959",18,2,3,2,0,0,0
"2959",19,1,1,3,0,0,0
"2959",20,1,2,3,0,0,0
"2959",21,1,3,3,0,0,0
"2959",22,1,1,4,0,1,0
"2959",23,1,2,4,0,0,0
"2959",24,1,3,4,0,0,0
"2959",25,0,1,1,1,0,0
"2959",26,0,2,1,1,0,0
"2959",27,0,3,1,1,0,0
"2959",28,1,1,2,1,0,0
"2959",29,0,2,2,1,0,0
"2959",30,0,3,2,1,0,0
"2959",31,0,1,3,1,0,0
"2959",32,0,2,3,1,0,0
"2959",33,1,3,3,1,0,0
"2959",34,2,1,4,1,0,0
"2959",35,0,2,4,1,0,0
"2959",36,1,3,4,1,0,0
"2959",37,0,1,1,1,0,0
"2959",38,1,2,1,1,0,0
"2959",39,1,3,1,1,0,0
"2959",40,2,1,2,1,0,0
"2959",41,2,2,2,1,0,0
"2959",42,1,3,2,1,0,0
"2959",43,1,1,3,1,0,0
"2959",44,0,2,3,1,0,0
"2959",45,1,3,3,1,0,0
"2959",46,1,1,4,1,0,0
"2959",47,0,2,4,1,0,0
"2959",48,1,3,4,1,0,0
"2998",1,0,1,1,0,0,0
"2998",2,1,2,1,0,0,0
"2998",3,1,3,1,0,0,0
"2998",4,1,1,2,0,0,0
"2998",5,1,2,2,0,0,0
"2998",6,1,3,2,0,0,0
"2998",7,1,1,3,0,0,0
"2998",8,1,2,3,0,0,0
"2998",9,1,3,3,0,0,0
"2998",10,0,1,4,0,0,0
"2998",11,1,2,4,0,0,0
"2998",12,1,3,4,0,0,0
"2998",13,0,1,1,0,0,0
"2998",14,1,2,1,0,0,0
"2998",15,1,3,1,0,0,0
"2998",16,0,1,2,0,0,0
"2998",17,1,2,2,0,0,0
"2998",18,1,3,2,0,0,0
"2998",19,0,1,3,0,0,0
"2998",20,1,2,3,0,0,0
"2998",21,1,3,3,0,0,0
"2998",22,0,1,4,0,0,0
"2998",23,1,2,4,0,0,0
"2998",24,1,3,4,0,0,0
"2998",25,1,1,1,1,0,0
"2998",26,1,2,1,1,0,0
"2998",27,1,3,1,1,0,0
"2998",28,0,1,2,1,0,0
"2998",29,1,2,2,1,0,0
"2998",30,1,3,2,1,0,0
"2998",31,0,1,3,1,0,0
"2998",32,0,2,3,1,0,0
"2998",33,1,3,3,1,0,0
"2998",34,0,1,4,1,0,0
"2998",35,1,2,4,1,0,0
"2998",36,1,3,4,1,0,0
"2998",37,0,1,1,1,0,0
"2998",38,0,2,1,1,0,0
"2998",39,0,3,1,1,0,0
"2998",40,0,1,2,1,0,0
"2998",41,0,2,2,1,0,0
"2998",42,0,3,2,1,0,0
"2998",43,0,1,3,1,0,0
"2998",44,0,2,3,1,0,0
"2998",45,0,3,3,1,0,0
"2998",46,0,1,4,1,0,0
"2998",47,0,2,4,1,0,0
"2998",48,0,3,4,1,0,0
"3103",1,1,1,1,0,0,1
"3103",2,1,2,1,0,0,1
"3103",3,1,3,1,0,0,1
"3103",4,0,1,2,0,0,1
"3103",5,1,2,2,0,0,1
"3103",6,1,3,2,0,0,1
"3103",7,1,1,3,0,0,1
"3103",8,1,2,3,0,0,1
"3103",9,1,3,3,0,0,1
"3103",10,1,1,4,0,0,1
"3103",11,1,2,4,0,0,1
"3103",12,1,3,4,0,0,1
"3103",13,1,1,1,0,1,1
"3103",14,1,2,1,0,0,1
"3103",15,1,3,1,0,0,1
"3103",16,1,1,2,0,0,1
"3103",17,1,2,2,0,0,1
"3103",18,1,3,2,0,1,1
"3103",19,0,1,3,0,0,1
"3103",20,1,2,3,0,0,1
"3103",21,1,3,3,0,0,1
"3103",22,0,1,4,0,0,1
"3103",23,1,2,4,0,1,1
"3103",24,1,3,4,0,1,1
"3103",25,2,1,1,1,0,1
"3103",26,1,2,1,1,0,1
"3103",27,1,3,1,1,0,1
"3103",28,0,1,2,1,0,1
"3103",29,0,2,2,1,0,1
"3103",30,2,3,2,1,0,1
"3103",31,1,1,3,1,0,1
"3103",32,1,2,3,1,0,1
"3103",33,1,3,3,1,0,1
"3103",34,0,1,4,1,0,1
"3103",35,1,2,4,1,0,1
"3103",36,2,3,4,1,0,1
"3103",37,1,1,1,1,0,1
"3103",38,1,2,1,1,0,1
"3103",39,1,3,1,1,0,1
"3103",40,1,1,2,1,0,1
"3103",41,1,2,2,1,0,1
"3103",42,2,3,2,1,0,1
"3103",43,1,1,3,1,0,1
"3103",44,0,2,3,1,0,1
"3103",45,1,3,3,1,0,1
"3103",46,0,1,4,1,0,1
"3103",47,0,2,4,1,0,1
"3103",48,1,3,4,1,0,1
"3178",1,1,1,1,0,0,1
"3178",2,1,2,1,0,0,1
"3178",3,1,3,1,0,0,1
"3178",4,1,1,2,0,0,1
"3178",5,1,2,2,0,0,1
"3178",6,0,3,2,0,0,1
"3178",7,0,1,3,0,0,1
"3178",8,1,2,3,0,0,1
"3178",9,1,3,3,0,0,1
"3178",10,1,1,4,0,0,1
"3178",11,1,2,4,0,0,1
"3178",12,1,3,4,0,0,1
"3178",13,2,1,1,0,0,1
"3178",14,1,2,1,0,0,1
"3178",15,1,3,1,0,0,1
"3178",16,1,1,2,0,1,1
"3178",17,1,2,2,0,0,1
"3178",18,1,3,2,0,0,1
"3178",19,1,1,3,0,0,1
"3178",20,1,2,3,0,0,1
"3178",21,1,3,3,0,0,1
"3178",22,0,1,4,0,0,1
"3178",23,1,2,4,0,0,1
"3178",24,1,3,4,0,0,1
"3178",25,1,1,1,1,1,1
"3178",26,1,2,1,1,0,1
"3178",27,1,3,1,1,0,1
"3178",28,1,1,2,1,0,1
"3178",29,1,2,2,1,0,1
"3178",30,0,3,2,1,0,1
"3178",31,1,1,3,1,0,1
"3178",32,1,2,3,1,0,1
"3178",33,1,3,3,1,0,1
"3178",34,1,1,4,1,0,1
"3178",35,1,2,4,1,0,1
"3178",36,1,3,4,1,0,1
"3178",37,1,1,1,1,0,1
"3178",38,1,2,1,1,0,1
"3178",39,1,3,1,1,0,1
"3178",40,1,1,2,1,0,1
"3178",41,1,2,2,1,0,1
"3178",42,1,3,2,1,0,1
"3178",43,1,1,3,1,0,1
"3178",44,1,2,3,1,0,1
"3178",45,1,3,3,1,0,1
"3178",46,1,1,4,1,0,1
"3178",47,1,2,4,1,0,1
"3178",48,1,3,4,1,0,1
"3210",1,1,1,1,0,0,1
"3210",2,1,2,1,0,0,1
"3210",3,1,3,1,0,0,1
"3210",4,1,1,2,0,0,1
"3210",5,1,2,2,0,0,1
"3210",6,1,3,2,0,0,1
"3210",7,1,1,3,0,0,1
"3210",8,1,2,3,0,0,1
"3210",9,1,3,3,0,0,1
"3210",10,1,1,4,0,0,1
"3210",11,1,2,4,0,0,1
"3210",12,1,3,4,0,1,1
"3210",13,1,1,1,0,0,1
"3210",14,1,2,1,0,0,1
"3210",15,1,3,1,0,0,1
"3210",16,1,1,2,0,0,1
"3210",17,1,2,2,0,1,1
"3210",18,1,3,2,0,0,1
"3210",19,1,1,3,0,0,1
"3210",20,1,2,3,0,1,1
"3210",21,1,3,3,0,0,1
"3210",22,1,1,4,0,1,1
"3210",23,1,2,4,0,0,1
"3210",24,1,3,4,0,1,1
"3210",25,1,1,1,1,0,1
"3210",26,0,2,1,1,0,1
"3210",27,1,3,1,1,0,1
"3210",28,1,1,2,1,0,1
"3210",29,1,2,2,1,0,1
"3210",30,1,3,2,1,0,1
"3210",31,1,1,3,1,0,1
"3210",32,1,2,3,1,0,1
"3210",33,1,3,3,1,0,1
"3210",34,1,1,4,1,0,1
"3210",35,1,2,4,1,1,1
"3210",36,1,3,4,1,0,1
"3210",37,1,1,1,1,0,1
"3210",38,1,2,1,1,0,1
"3210",39,0,3,1,1,0,1
"3210",40,1,1,2,1,0,1
"3210",41,2,2,2,1,0,1
"3210",42,1,3,2,1,0,1
"3210",43,2,1,3,1,0,1
"3210",44,1,2,3,1,0,1
"3210",45,1,3,3,1,0,1
"3210",46,1,1,4,1,1,1
"3210",47,1,2,4,1,1,1
"3210",48,1,3,4,1,0,1
"3228",1,1,1,1,0,0,1
"3228",2,1,2,1,0,0,1
"3228",3,1,3,1,0,0,1
"3228",4,1,1,2,0,0,1
"3228",5,1,2,2,0,0,1
"3228",6,1,3,2,0,0,1
"3228",7,1,1,3,0,0,1
"3228",8,0,2,3,0,0,1
"3228",9,1,3,3,0,0,1
"3228",10,1,1,4,0,0,1
