sub,decision,reward,effort,agent,Interoception
129,1,4,2,1,-0.029179911
129,1,4,2,2,-0.029179911
129,1,3,4,2,-0.029179911
129,1,5,4,1,-0.029179911
129,1,2,4,2,-0.029179911
129,1,3,4,1,-0.029179911
129,1,2,3,2,-0.029179911
129,1,6,4,1,-0.029179911
129,1,5,2,2,-0.029179911
129,0,2,6,1,-0.029179911
129,1,4,4,1,-0.029179911
129,1,4,5,2,-0.029179911
129,1,6,5,1,-0.029179911
129,1,5,4,1,-0.029179911
129,0,6,6,1,-0.029179911
129,1,2,5,1,-0.029179911
129,1,5,3,2,-0.029179911
129,0,3,6,1,-0.029179911
129,1,3,4,2,-0.029179911
129,1,4,5,2,-0.029179911
129,0,6,6,1,-0.029179911
129,0,2,6,1,-0.029179911
129,1,6,3,1,-0.029179911
129,1,6,2,1,-0.029179911
129,0,6,6,2,-0.029179911
129,1,3,3,1,-0.029179911
129,1,5,3,2,-0.029179911
129,1,4,4,2,-0.029179911
129,1,3,3,2,-0.029179911
129,1,3,2,1,-0.029179911
129,1,2,3,1,-0.029179911
129,1,6,2,1,-0.029179911
129,1,5,5,1,-0.029179911
129,1,2,4,2,-0.029179911
129,0,3,6,1,-0.029179911
129,1,5,5,2,-0.029179911
129,0,4,6,1,-0.029179911
129,1,2,4,2,-0.029179911
129,1,2,5,2,-0.029179911
129,1,5,3,2,-0.029179911
129,1,4,4,2,-0.029179911
129,1,3,3,2,-0.029179911
129,1,6,4,1,-0.029179911
129,1,6,5,2,-0.029179911
129,1,2,2,1,-0.029179911
129,1,5,6,2,-0.029179911
129,1,5,4,2,-0.029179911
129,1,3,6,1,-0.029179911
129,1,5,2,2,-0.029179911
129,1,4,3,2,-0.029179911
129,1,6,3,2,-0.029179911
129,1,2,2,2,-0.029179911
129,1,4,6,2,-0.029179911
129,1,2,5,1,-0.029179911
129,1,5,2,1,-0.029179911
129,1,3,2,1,-0.029179911
129,1,6,6,1,-0.029179911
129,0,2,5,2,-0.029179911
129,1,2,3,1,-0.029179911
129,0,2,6,2,-0.029179911
129,1,4,5,1,-0.029179911
129,1,4,3,1,-0.029179911
129,1,5,4,2,-0.029179911
129,1,4,5,1,-0.029179911
129,1,3,6,2,-0.029179911
129,1,3,2,2,-0.029179911
129,1,5,4,1,-0.029179911
129,1,2,3,1,-0.029179911
129,1,6,5,1,-0.029179911
129,0,3,5,2,-0.029179911
129,0,5,6,2,-0.029179911
129,1,5,5,1,-0.029179911
129,1,2,4,1,-0.029179911
129,0,6,6,2,-0.029179911
129,1,4,2,1,-0.029179911
129,1,2,3,2,-0.029179911
129,1,3,5,2,-0.029179911
129,1,2,2,2,-0.029179911
129,0,2,6,2,-0.029179911
129,1,6,5,2,-0.029179911
129,1,3,4,1,-0.029179911
129,1,6,3,2,-0.029179911
129,1,2,2,2,-0.029179911
129,0,2,6,2,-0.029179911
129,1,5,2,1,-0.029179911
129,1,5,5,2,-0.029179911
129,1,6,2,1,-0.029179911
129,1,6,4,2,-0.029179911
129,1,6,5,1,-0.029179911
129,1,4,2,2,-0.029179911
129,0,3,6,2,-0.029179911
129,1,4,3,2,-0.029179911
129,1,3,2,1,-0.029179911
129,0,2,5,2,-0.029179911
129,1,3,2,2,-0.029179911
129,1,6,2,2,-0.029179911
129,1,5,3,1,-0.029179911
129,1,3,3,2,-0.029179911
129,1,6,3,2,-0.029179911
129,1,4,2,1,-0.029179911
129,1,2,2,1,-0.029179911
129,1,2,5,1,-0.029179911
129,1,4,6,1,-0.029179911
129,1,4,2,2,-0.029179911
129,1,2,2,1,-0.029179911
129,1,4,4,1,-0.029179911
129,1,6,4,2,-0.029179911
129,1,6,4,2,-0.029179911
129,1,5,5,1,-0.029179911
129,1,3,5,1,-0.029179911
129,0,6,6,2,-0.029179911
129,1,3,5,1,-0.029179911
129,1,5,3,1,-0.029179911
129,0,2,6,1,-0.029179911
129,1,4,4,2,-0.029179911
129,1,4,3,1,-0.029179911
129,1,5,2,2,-0.029179911
129,1,4,3,2,-0.029179911
129,1,3,3,1,-0.029179911
129,1,5,3,1,-0.029179911
129,1,2,3,2,-0.029179911
129,1,4,3,1,-0.029179911
129,1,2,4,1,-0.029179911
129,1,6,4,1,-0.029179911
129,1,3,4,1,-0.029179911
129,0,4,6,1,-0.029179911
129,1,6,5,2,-0.029179911
129,1,4,5,1,-0.029179911
130,0,4,6,2,0.010978024
130,1,2,4,1,0.010978024
130,1,6,2,2,0.010978024
130,1,4,4,1,0.010978024
130,1,6,2,2,0.010978024
130,0,3,5,1,0.010978024
130,1,3,2,2,0.010978024
130,0,4,5,2,0.010978024
130,0,5,5,2,0.010978024
130,1,4,6,2,0.010978024
130,1,6,3,1,0.010978024
130,1,3,5,2,0.010978024
130,0,5,6,1,0.010978024
130,1,6,3,1,0.010978024
130,1,5,6,1,0.010978024
130,1,5,4,2,0.010978024
130,1,5,2,1,0.010978024
130,1,5,6,1,0.010978024
130,1,3,3,1,0.010978024
130,0,3,6,2,0.010978024
130,1,3,4,2,0.010978024
130,0,5,6,2,0.010978024
130,1,4,2,1,0.010978024
130,1,4,2,2,0.010978024
130,0,3,4,2,0.010978024
130,1,5,4,1,0.010978024
130,0,2,4,2,0.010978024
130,1,3,4,1,0.010978024
130,0,2,3,2,0.010978024
130,1,6,4,1,0.010978024
130,1,5,2,2,0.010978024
130,0,2,6,1,0.010978024
130,1,4,4,1,0.010978024
130,0,4,5,2,0.010978024
130,1,6,5,1,0.010978024
130,1,5,4,1,0.010978024
130,1,6,6,1,0.010978024
130,0,2,5,1,0.010978024
130,1,5,3,2,0.010978024
130,0,3,6,1,0.010978024
130,0,3,4,2,0.010978024
130,0,4,5,2,0.010978024
130,1,6,6,1,0.010978024
130,0,2,6,1,0.010978024
130,1,6,3,1,0.010978024
130,1,6,2,1,0.010978024
130,1,6,6,2,0.010978024
130,1,3,3,1,0.010978024
130,1,5,3,2,0.010978024
130,1,4,4,2,0.010978024
130,1,3,3,2,0.010978024
130,1,3,2,1,0.010978024
130,1,2,3,1,0.010978024
130,1,6,2,1,0.010978024
130,1,5,5,1,0.010978024
130,0,2,4,2,0.010978024
130,0,3,6,1,0.010978024
130,1,5,5,2,0.010978024
130,0,4,6,1,0.010978024
130,0,2,4,2,0.010978024
130,0,2,5,2,0.010978024
130,1,5,3,2,0.010978024
130,0,4,4,2,0.010978024
130,0,3,3,2,0.010978024
130,1,6,4,1,0.010978024
130,1,6,5,2,0.010978024
130,1,2,2,1,0.010978024
130,0,5,6,2,0.010978024
130,1,5,4,2,0.010978024
130,1,3,6,1,0.010978024
130,1,5,2,2,0.010978024
130,1,4,3,2,0.010978024
130,1,6,3,2,0.010978024
130,1,2,2,2,0.010978024
130,0,4,6,2,0.010978024
130,0,2,5,1,0.010978024
130,1,5,2,1,0.010978024
130,1,3,2,1,0.010978024
130,1,6,6,1,0.010978024
130,0,2,5,2,0.010978024
130,1,2,3,1,0.010978024
130,0,2,6,2,0.010978024
130,1,4,5,1,0.010978024
130,1,4,3,1,0.010978024
130,1,5,4,2,0.010978024
130,1,4,5,1,0.010978024
130,0,3,6,2,0.010978024
130,1,3,2,2,0.010978024
130,1,5,4,1,0.010978024
130,1,2,3,1,0.010978024
130,1,6,5,1,0.010978024
130,0,3,5,2,0.010978024
130,1,5,6,2,0.010978024
130,1,5,5,1,0.010978024
130,1,2,4,1,0.010978024
130,0,6,6,2,0.010978024
130,1,4,2,1,0.010978024
130,1,2,3,2,0.010978024
130,1,3,5,2,0.010978024
130,1,2,2,2,0.010978024
130,0,2,6,2,0.010978024
130,1,6,5,2,0.010978024
130,1,3,4,1,0.010978024
130,1,6,3,2,0.010978024
130,1,2,2,2,0.010978024
130,0,2,6,2,0.010978024
130,1,5,2,1,0.010978024
130,0,5,5,2,0.010978024
130,1,6,2,1,0.010978024
130,1,6,4,2,0.010978024
130,0,6,5,1,0.010978024
130,1,4,2,2,0.010978024
130,0,3,6,2,0.010978024
130,1,4,3,2,0.010978024
130,1,3,2,1,0.010978024
130,0,2,5,2,0.010978024
130,1,3,2,2,0.010978024
130,1,6,2,2,0.010978024
130,1,5,3,1,0.010978024
130,1,3,3,2,0.010978024
130,1,6,3,2,0.010978024
130,1,4,2,1,0.010978024
130,1,2,2,1,0.010978024
130,0,2,5,1,0.010978024
130,1,4,6,1,0.010978024
130,1,4,2,2,0.010978024
130,1,2,2,1,0.010978024
130,1,4,4,1,0.010978024
130,1,6,4,2,0.010978024
130,1,6,4,2,0.010978024
130,1,5,5,1,0.010978024
130,1,3,5,1,0.010978024
130,0,6,6,2,0.010978024
130,1,3,5,1,0.010978024
130,1,5,3,1,0.010978024
130,0,2,6,1,0.010978024
130,1,4,4,2,0.010978024
130,1,4,3,1,0.010978024
130,1,5,2,2,0.010978024
130,1,4,3,2,0.010978024
130,1,3,3,1,0.010978024
130,1,5,3,1,0.010978024
130,0,2,3,2,0.010978024
130,1,4,3,1,0.010978024
130,1,2,4,1,0.010978024
130,1,6,4,1,0.010978024
130,1,3,4,1,0.010978024
130,0,4,6,1,0.010978024
130,1,6,5,2,0.010978024
130,1,4,5,1,0.010978024
131,0,4,6,2,-0.021342456
131,1,2,4,1,-0.021342456
131,1,6,2,2,-0.021342456
131,1,4,4,1,-0.021342456
131,1,6,2,2,-0.021342456
131,0,3,5,1,-0.021342456
131,1,3,2,2,-0.021342456
131,0,4,5,2,-0.021342456
131,0,5,5,2,-0.021342456
131,0,4,6,2,-0.021342456
131,1,6,3,1,-0.021342456
131,1,3,5,2,-0.021342456
131,0,5,6,1,-0.021342456
131,1,6,3,1,-0.021342456
131,0,5,6,1,-0.021342456
131,1,5,4,2,-0.021342456
131,1,5,2,1,-0.021342456
131,1,5,6,1,-0.021342456
131,1,3,3,1,-0.021342456
131,0,3,6,2,-0.021342456
131,1,3,4,2,-0.021342456
131,0,5,6,2,-0.021342456
131,1,4,2,1,-0.021342456
131,1,4,2,2,-0.021342456
131,1,3,4,2,-0.021342456
131,1,5,4,1,-0.021342456
131,0,2,4,2,-0.021342456
131,1,3,4,1,-0.021342456
131,1,2,3,2,-0.021342456
131,1,6,4,1,-0.021342456
131,1,5,2,2,-0.021342456
131,0,2,6,1,-0.021342456
131,1,4,4,1,-0.021342456
131,0,4,5,2,-0.021342456
131,0,6,5,1,-0.021342456
131,1,5,4,1,-0.021342456
131,1,6,6,1,-0.021342456
131,0,2,5,1,-0.021342456
131,1,5,3,2,-0.021342456
131,0,3,6,1,-0.021342456
131,1,3,4,2,-0.021342456
131,1,4,5,2,-0.021342456
131,1,6,6,1,-0.021342456
131,0,2,6,1,-0.021342456
131,1,6,3,1,-0.021342456
131,1,6,2,1,-0.021342456
131,1,6,6,2,-0.021342456
131,1,3,3,1,-0.021342456
131,1,5,3,2,-0.021342456
131,1,4,4,2,-0.021342456
131,1,3,3,2,-0.021342456
131,1,3,2,1,-0.021342456
131,1,2,3,1,-0.021342456
131,1,6,2,1,-0.021342456
131,1,5,5,1,-0.021342456
131,0,2,4,2,-0.021342456
131,0,3,6,1,-0.021342456
131,1,5,5,2,-0.021342456
131,0,4,6,1,-0.021342456
131,0,2,4,2,-0.021342456
131,0,2,5,2,-0.021342456
131,1,5,3,2,-0.021342456
131,1,4,4,2,-0.021342456
131,1,3,3,2,-0.021342456
131,1,6,4,1,-0.021342456
131,1,6,5,2,-0.021342456
131,1,2,2,1,-0.021342456
131,0,5,6,2,-0.021342456
131,1,5,4,2,-0.021342456
131,0,3,6,1,-0.021342456
131,1,5,2,2,-0.021342456
131,1,4,3,2,-0.021342456
131,1,6,3,2,-0.021342456
131,0,2,2,2,-0.021342456
131,0,4,6,2,-0.021342456
131,0,2,5,1,-0.021342456
131,1,5,2,1,-0.021342456
131,1,3,2,1,-0.021342456
131,1,6,6,1,-0.021342456
131,0,2,5,2,-0.021342456
131,1,2,3,1,-0.021342456
131,0,2,6,2,-0.021342456
131,1,4,5,1,-0.021342456
131,1,4,3,1,-0.021342456
131,1,5,4,2,-0.021342456
131,1,4,5,1,-0.021342456
131,0,3,6,2,-0.021342456
131,1,3,2,2,-0.021342456
131,1,5,4,1,-0.021342456
131,0,2,3,1,-0.021342456
131,1,6,5,1,-0.021342456
131,1,3,5,2,-0.021342456
131,0,5,6,2,-0.021342456
131,1,5,5,1,-0.021342456
131,0,2,4,1,-0.021342456
131,0,6,6,2,-0.021342456
131,1,4,2,1,-0.021342456
131,0,2,3,2,-0.021342456
131,0,3,5,2,-0.021342456
131,1,2,2,2,-0.021342456
131,0,2,6,2,-0.021342456
131,1,6,5,2,-0.021342456
131,1,3,4,1,-0.021342456
131,1,6,3,2,-0.021342456
131,0,2,2,2,-0.021342456
131,0,2,6,2,-0.021342456
131,1,5,2,1,-0.021342456
131,1,5,5,2,-0.021342456
131,1,6,2,1,-0.021342456
131,1,6,4,2,-0.021342456
131,1,6,5,1,-0.021342456
131,1,4,2,2,-0.021342456
131,0,3,6,2,-0.021342456
131,1,4,3,2,-0.021342456
131,1,3,2,1,-0.021342456
131,0,2,5,2,-0.021342456
131,1,3,2,2,-0.021342456
131,1,6,2,2,-0.021342456
131,1,5,3,1,-0.021342456
131,1,3,3,2,-0.021342456
131,1,6,3,2,-0.021342456
131,1,4,2,1,-0.021342456
131,1,2,2,1,-0.021342456
131,0,2,5,1,-0.021342456
131,0,4,6,1,-0.021342456
131,1,4,2,2,-0.021342456
131,1,2,2,1,-0.021342456
131,1,4,4,1,-0.021342456
131,1,6,4,2,-0.021342456
131,1,6,4,2,-0.021342456
131,1,5,5,1,-0.021342456
131,0,3,5,1,-0.021342456
131,0,6,6,2,-0.021342456
131,1,3,5,1,-0.021342456
131,1,5,3,1,-0.021342456
131,0,2,6,1,-0.021342456
131,1,4,4,2,-0.021342456
131,1,4,3,1,-0.021342456
131,1,5,2,2,-0.021342456
131,1,4,3,2,-0.021342456
131,1,3,3,1,-0.021342456
131,1,5,3,1,-0.021342456
131,0,2,3,2,-0.021342456
131,1,4,3,1,-0.021342456
131,0,2,4,1,-0.021342456
131,1,6,4,1,-0.021342456
131,1,3,4,1,-0.021342456
131,0,4,6,1,-0.021342456
131,0,6,5,2,-0.021342456
131,1,4,5,1,-0.021342456
133,0,4,6,2,-0.033087108
133,1,2,4,1,-0.033087108
133,1,6,2,2,-0.033087108
133,1,4,4,1,-0.033087108
133,1,6,2,2,-0.033087108
133,1,3,5,1,-0.033087108
133,1,3,2,2,-0.033087108
133,0,4,5,2,-0.033087108
133,0,5,5,2,-0.033087108
133,0,4,6,2,-0.033087108
133,1,6,3,1,-0.033087108
133,0,3,5,2,-0.033087108
133,1,5,6,1,-0.033087108
133,1,6,3,1,-0.033087108
133,1,5,6,1,-0.033087108
133,1,5,4,2,-0.033087108
133,1,5,2,1,-0.033087108
133,1,5,6,1,-0.033087108
133,1,3,3,1,-0.033087108
133,0,3,6,2,-0.033087108
133,0,3,4,2,-0.033087108
133,0,5,6,2,-0.033087108
133,1,4,2,1,-0.033087108
133,1,4,2,2,-0.033087108
133,1,3,4,2,-0.033087108
133,1,5,4,1,-0.033087108
133,0,2,4,2,-0.033087108
133,1,3,4,1,-0.033087108
133,0,2,3,2,-0.033087108
133,1,6,4,1,-0.033087108
133,1,5,2,2,-0.033087108
133,0,2,6,1,-0.033087108
133,1,4,4,1,-0.033087108
133,0,4,5,2,-0.033087108
133,1,6,5,1,-0.033087108
133,1,5,4,1,-0.033087108
133,1,6,6,1,-0.033087108
133,1,2,5,1,-0.033087108
133,1,5,3,2,-0.033087108
133,0,3,6,1,-0.033087108
133,0,3,4,2,-0.033087108
133,1,4,5,2,-0.033087108
133,1,6,6,1,-0.033087108
133,0,2,6,1,-0.033087108
133,1,6,3,1,-0.033087108
133,1,6,2,1,-0.033087108
133,1,6,6,2,-0.033087108
133,1,3,3,1,-0.033087108
133,1,5,3,2,-0.033087108
133,1,4,4,2,-0.033087108
133,1,3,3,2,-0.033087108
133,1,3,2,1,-0.033087108
133,1,2,3,1,-0.033087108
133,1,6,2,1,-0.033087108
133,1,5,5,1,-0.033087108
133,0,2,4,2,-0.033087108
133,1,3,6,1,-0.033087108
133,0,5,5,2,-0.033087108
133,1,4,6,1,-0.033087108
133,0,2,4,2,-0.033087108
133,0,2,5,2,-0.033087108
133,1,5,3,2,-0.033087108
133,1,4,4,2,-0.033087108
133,1,3,3,2,-0.033087108
133,1,6,4,1,-0.033087108
133,1,6,5,2,-0.033087108
133,1,2,2,1,-0.033087108
133,1,5,6,2,-0.033087108
133,1,5,4,2,-0.033087108
133,1,3,6,1,-0.033087108
133,1,5,2,2,-0.033087108
133,1,4,3,2,-0.033087108
133,1,6,3,2,-0.033087108
133,1,2,2,2,-0.033087108
133,1,4,6,2,-0.033087108
133,1,2,5,1,-0.033087108
133,1,5,2,1,-0.033087108
133,1,3,2,1,-0.033087108
133,1,6,6,1,-0.033087108
133,0,2,5,2,-0.033087108
133,1,2,3,1,-0.033087108
133,0,2,6,2,-0.033087108
133,1,4,5,1,-0.033087108
133,1,4,3,1,-0.033087108
133,1,5,4,2,-0.033087108
133,1,4,5,1,-0.033087108
133,0,3,6,2,-0.033087108
133,1,3,2,2,-0.033087108
133,1,5,4,1,-0.033087108
133,1,2,3,1,-0.033087108
133,1,6,5,1,-0.033087108
133,0,3,5,2,-0.033087108
133,1,5,6,2,-0.033087108
133,1,5,5,1,-0.033087108
133,1,2,4,1,-0.033087108
133,0,6,6,2,-0.033087108
133,1,4,2,1,-0.033087108
133,1,2,3,2,-0.033087108
133,0,3,5,2,-0.033087108
133,1,2,2,2,-0.033087108
133,0,2,6,2,-0.033087108
133,1,6,5,2,-0.033087108
133,1,3,4,1,-0.033087108
133,1,6,3,2,-0.033087108
133,1,2,2,2,-0.033087108
133,0,2,6,2,-0.033087108
133,1,5,2,1,-0.033087108
133,0,5,5,2,-0.033087108
133,1,6,2,1,-0.033087108
133,1,6,4,2,-0.033087108
133,1,6,5,1,-0.033087108
133,1,4,2,2,-0.033087108
133,0,3,6,2,-0.033087108
133,1,4,3,2,-0.033087108
133,1,3,2,1,-0.033087108
133,0,2,5,2,-0.033087108
133,1,3,2,2,-0.033087108
133,1,6,2,2,-0.033087108
133,1,5,3,1,-0.033087108
133,1,3,3,2,-0.033087108
133,1,6,3,2,-0.033087108
133,1,4,2,1,-0.033087108
133,1,2,2,1,-0.033087108
133,1,2,5,1,-0.033087108
133,1,4,6,1,-0.033087108
133,1,4,2,2,-0.033087108
133,1,2,2,1,-0.033087108
133,1,4,4,1,-0.033087108
133,1,6,4,2,-0.033087108
133,1,6,4,2,-0.033087108
133,1,5,5,1,-0.033087108
133,1,3,5,1,-0.033087108
133,1,6,6,2,-0.033087108
133,1,3,5,1,-0.033087108
133,1,5,3,1,-0.033087108
133,0,2,6,1,-0.033087108
133,1,4,4,2,-0.033087108
133,1,4,3,1,-0.033087108
133,1,5,2,2,-0.033087108
133,1,4,3,2,-0.033087108
133,1,3,3,1,-0.033087108
133,1,5,3,1,-0.033087108
133,0,2,3,2,-0.033087108
133,1,4,3,1,-0.033087108
133,1,2,4,1,-0.033087108
133,1,6,4,1,-0.033087108
133,1,3,4,1,-0.033087108
133,1,4,6,1,-0.033087108
133,1,6,5,2,-0.033087108
133,1,4,5,1,-0.033087108
134,0,4,6,2,0.015205421
134,1,2,4,1,0.015205421
134,1,6,2,2,0.015205421
134,1,4,4,1,0.015205421
134,0,6,2,2,0.015205421
134,1,3,5,1,0.015205421
134,1,3,2,2,0.015205421
134,0,4,5,2,0.015205421
134,1,5,5,2,0.015205421
134,0,4,6,2,0.015205421
134,1,6,3,1,0.015205421
134,1,3,5,2,0.015205421
134,1,5,6,1,0.015205421
134,1,6,3,1,0.015205421
134,1,5,6,1,0.015205421
134,1,5,4,2,0.015205421
134,1,5,2,1,0.015205421
134,0,5,6,1,0.015205421
134,1,3,3,1,0.015205421
134,1,3,6,2,0.015205421
134,0,3,4,2,0.015205421
134,1,5,6,2,0.015205421
134,1,4,2,1,0.015205421
134,0,4,2,2,0.015205421
134,0,3,4,2,0.015205421
134,1,5,4,1,0.015205421
134,1,2,4,2,0.015205421
134,1,3,4,1,0.015205421
134,0,2,3,2,0.015205421
134,1,6,4,1,0.015205421
134,1,5,2,2,0.015205421
134,0,2,6,1,0.015205421
134,1,4,4,1,0.015205421
134,0,4,5,2,0.015205421
134,1,6,5,1,0.015205421
134,1,5,4,1,0.015205421
134,1,6,6,1,0.015205421
134,1,2,5,1,0.015205421
134,0,5,3,2,0.015205421
134,0,3,6,1,0.015205421
134,0,3,4,2,0.015205421
134,0,4,5,2,0.015205421
134,1,6,6,1,0.015205421
134,0,2,6,1,0.015205421
134,1,6,3,1,0.015205421
134,1,6,2,1,0.015205421
134,0,6,6,2,0.015205421
134,1,3,3,1,0.015205421
134,1,5,3,2,0.015205421
134,0,4,4,2,0.015205421
134,1,3,3,2,0.015205421
134,1,3,2,1,0.015205421
134,1,2,3,1,0.015205421
134,1,6,2,1,0.015205421
134,0,5,5,1,0.015205421
134,1,2,4,2,0.015205421
134,0,3,6,1,0.015205421
134,0,5,5,2,0.015205421
134,0,4,6,1,0.015205421
134,1,2,4,2,0.015205421
134,0,2,5,2,0.015205421
134,1,5,3,2,0.015205421
134,0,4,4,2,0.015205421
134,1,3,3,2,0.015205421
134,1,6,4,1,0.015205421
134,1,6,5,2,0.015205421
134,1,2,2,1,0.015205421
134,0,5,6,2,0.015205421
134,1,5,4,2,0.015205421
134,1,3,6,1,0.015205421
134,0,5,2,2,0.015205421
134,1,4,3,2,0.015205421
134,0,6,3,2,0.015205421
134,1,2,2,2,0.015205421
134,0,4,6,2,0.015205421
134,1,2,5,1,0.015205421
134,1,5,2,1,0.015205421
134,1,3,2,1,0.015205421
134,1,6,6,1,0.015205421
134,0,2,5,2,0.015205421
134,1,2,3,1,0.015205421
134,0,2,6,2,0.015205421
134,1,4,5,1,0.015205421
134,1,4,3,1,0.015205421
134,1,5,4,2,0.015205421
134,1,4,5,1,0.015205421
134,0,3,6,2,0.015205421
134,1,3,2,2,0.015205421
134,1,5,4,1,0.015205421
134,1,2,3,1,0.015205421
134,1,6,5,1,0.015205421
134,1,3,5,2,0.015205421
134,0,5,6,2,0.015205421
134,1,5,5,1,0.015205421
134,1,2,4,1,0.015205421
134,0,6,6,2,0.015205421
134,1,4,2,1,0.015205421
134,1,2,3,2,0.015205421
134,1,3,5,2,0.015205421
134,1,2,2,2,0.015205421
134,0,2,6,2,0.015205421
134,1,6,5,2,0.015205421
134,1,3,4,1,0.015205421
134,1,6,3,2,0.015205421
134,1,2,2,2,0.015205421
134,0,2,6,2,0.015205421
134,1,5,2,1,0.015205421
134,0,5,5,2,0.015205421
134,1,6,2,1,0.015205421
134,1,6,4,2,0.015205421
134,0,4,2,2,0.015205421
134,0,3,6,2,0.015205421
134,1,4,3,2,0.015205421
134,1,3,2,1,0.015205421
134,0,2,5,2,0.015205421
134,1,3,2,2,0.015205421
134,1,6,2,2,0.015205421
134,1,5,3,1,0.015205421
134,1,3,3,2,0.015205421
134,1,6,3,2,0.015205421
134,1,4,2,1,0.015205421
134,1,2,2,1,0.015205421
134,1,2,5,1,0.015205421
134,0,4,6,1,0.015205421
134,1,4,2,2,0.015205421
134,1,2,2,1,0.015205421
134,1,4,4,1,0.015205421
134,0,6,4,2,0.015205421
134,1,6,4,2,0.015205421
134,1,5,5,1,0.015205421
134,1,3,5,1,0.015205421
134,0,6,6,2,0.015205421
134,1,3,5,1,0.015205421
134,1,5,3,1,0.015205421
134,0,2,6,1,0.015205421
134,0,4,4,2,0.015205421
134,1,4,3,1,0.015205421
134,1,5,2,2,0.015205421
134,1,4,3,2,0.015205421
134,1,3,3,1,0.015205421
134,1,5,3,1,0.015205421
134,1,2,3,2,0.015205421
134,1,4,3,1,0.015205421
134,0,2,4,1,0.015205421
134,1,6,4,1,0.015205421
134,0,3,4,1,0.015205421
134,0,4,6,1,0.015205421
134,0,6,5,2,0.015205421
134,0,4,5,1,0.015205421
135,1,4,6,2,-0.037024213
135,1,2,4,1,-0.037024213
135,1,6,2,2,-0.037024213
135,1,4,4,1,-0.037024213
135,1,6,2,2,-0.037024213
135,1,3,5,1,-0.037024213
135,1,3,2,2,-0.037024213
135,1,4,5,2,-0.037024213
135,1,5,5,2,-0.037024213
135,1,4,6,2,-0.037024213
135,1,6,3,1,-0.037024213
135,1,5,6,1,-0.037024213
135,1,6,3,1,-0.037024213
135,1,5,6,1,-0.037024213
135,1,5,4,2,-0.037024213
135,1,5,2,1,-0.037024213
135,1,5,6,1,-0.037024213
135,1,3,3,1,-0.037024213
135,1,3,6,2,-0.037024213
135,1,3,4,2,-0.037024213
135,1,5,6,2,-0.037024213
135,1,4,2,1,-0.037024213
135,1,4,2,2,-0.037024213
135,1,3,4,2,-0.037024213
135,1,5,4,1,-0.037024213
135,0,2,4,2,-0.037024213
135,1,3,4,1,-0.037024213
135,1,2,3,2,-0.037024213
135,1,6,4,1,-0.037024213
135,1,5,2,2,-0.037024213
135,0,2,6,1,-0.037024213
135,1,4,4,1,-0.037024213
135,1,4,5,2,-0.037024213
135,1,6,5,1,-0.037024213
135,1,5,4,1,-0.037024213
135,1,6,6,1,-0.037024213
135,0,2,5,1,-0.037024213
135,1,5,3,2,-0.037024213
135,1,3,6,1,-0.037024213
135,1,3,4,2,-0.037024213
135,1,4,5,2,-0.037024213
135,1,6,6,1,-0.037024213
135,0,2,6,1,-0.037024213
135,1,6,3,1,-0.037024213
135,1,6,2,1,-0.037024213
135,1,6,6,2,-0.037024213
135,1,3,3,1,-0.037024213
135,1,5,3,2,-0.037024213
135,1,4,4,2,-0.037024213
135,1,3,3,2,-0.037024213
135,1,3,2,1,-0.037024213
135,1,2,3,1,-0.037024213
135,1,6,2,1,-0.037024213
135,1,5,5,1,-0.037024213
135,1,2,4,2,-0.037024213
135,1,3,6,1,-0.037024213
135,1,5,5,2,-0.037024213
135,1,4,6,1,-0.037024213
135,0,2,4,2,-0.037024213
135,0,2,5,2,-0.037024213
135,1,5,3,2,-0.037024213
135,1,4,4,2,-0.037024213
135,1,3,3,2,-0.037024213
135,1,6,4,1,-0.037024213
135,1,6,5,2,-0.037024213
135,1,2,2,1,-0.037024213
135,1,5,6,2,-0.037024213
135,1,5,4,2,-0.037024213
135,1,3,6,1,-0.037024213
135,1,5,2,2,-0.037024213
135,1,4,3,2,-0.037024213
135,1,6,3,2,-0.037024213
135,1,2,2,2,-0.037024213
135,1,4,6,2,-0.037024213
135,0,2,5,1,-0.037024213
135,1,5,2,1,-0.037024213
135,1,3,2,1,-0.037024213
135,1,6,6,1,-0.037024213
135,0,2,5,2,-0.037024213
135,1,2,3,1,-0.037024213
135,0,2,6,2,-0.037024213
135,1,4,5,1,-0.037024213
135,1,4,3,1,-0.037024213
135,1,5,4,2,-0.037024213
135,1,4,5,1,-0.037024213
135,1,3,2,2,-0.037024213
135,1,5,4,1,-0.037024213
135,1,2,3,1,-0.037024213
135,1,6,5,1,-0.037024213
135,1,3,5,2,-0.037024213
135,1,5,6,2,-0.037024213
135,1,5,5,1,-0.037024213
135,1,2,4,1,-0.037024213
135,1,6,6,2,-0.037024213
135,1,4,2,1,-0.037024213
135,1,2,3,2,-0.037024213
135,1,3,5,2,-0.037024213
135,1,2,2,2,-0.037024213
135,0,2,6,2,-0.037024213
135,1,6,5,2,-0.037024213
135,1,3,4,1,-0.037024213
135,1,6,3,2,-0.037024213
135,1,2,2,2,-0.037024213
135,0,2,6,2,-0.037024213
135,1,5,2,1,-0.037024213
135,1,5,5,2,-0.037024213
135,1,6,2,1,-0.037024213
135,1,6,4,2,-0.037024213
135,1,6,5,1,-0.037024213
135,1,4,2,2,-0.037024213
135,1,3,6,2,-0.037024213
135,1,4,3,2,-0.037024213
