sub,decision,reward,effort,agent,Interoception
148,1,4,2,1,0.094756076
148,1,2,2,1,0.094756076
148,1,2,5,1,0.094756076
148,1,4,6,1,0.094756076
148,1,4,2,2,0.094756076
148,1,2,2,1,0.094756076
148,1,4,4,1,0.094756076
148,1,6,4,2,0.094756076
148,0,6,4,2,0.094756076
148,1,5,5,1,0.094756076
148,1,3,5,1,0.094756076
148,0,6,6,2,0.094756076
148,1,3,5,1,0.094756076
148,1,5,3,1,0.094756076
148,0,2,6,1,0.094756076
148,0,4,4,2,0.094756076
148,1,4,3,1,0.094756076
148,0,5,2,2,0.094756076
148,1,4,3,2,0.094756076
148,1,3,3,1,0.094756076
148,1,5,3,1,0.094756076
148,0,2,3,2,0.094756076
148,1,4,3,1,0.094756076
148,1,2,4,1,0.094756076
148,1,6,4,1,0.094756076
148,1,3,4,1,0.094756076
148,0,4,6,1,0.094756076
148,0,6,5,2,0.094756076
148,1,4,5,1,0.094756076
149,0,4,6,2,-0.067255631
149,1,6,2,2,-0.067255631
149,1,4,4,1,-0.067255631
149,1,6,2,2,-0.067255631
149,0,3,5,1,-0.067255631
149,1,3,2,2,-0.067255631
149,0,4,5,2,-0.067255631
149,0,5,5,2,-0.067255631
149,0,4,6,2,-0.067255631
149,1,6,3,1,-0.067255631
149,0,3,5,2,-0.067255631
149,0,5,6,1,-0.067255631
149,1,6,3,1,-0.067255631
149,0,5,6,1,-0.067255631
149,0,5,4,2,-0.067255631
149,1,5,2,1,-0.067255631
149,1,5,6,1,-0.067255631
149,1,3,3,1,-0.067255631
149,0,3,6,2,-0.067255631
149,1,3,4,2,-0.067255631
149,1,5,6,2,-0.067255631
149,1,4,2,1,-0.067255631
149,1,4,2,2,-0.067255631
149,1,3,4,2,-0.067255631
149,1,5,4,1,-0.067255631
149,1,2,4,2,-0.067255631
149,1,3,4,1,-0.067255631
149,1,2,3,2,-0.067255631
149,1,6,4,1,-0.067255631
149,1,5,2,2,-0.067255631
149,0,2,6,1,-0.067255631
149,1,4,4,1,-0.067255631
149,0,4,5,2,-0.067255631
149,1,6,5,1,-0.067255631
149,1,5,4,1,-0.067255631
149,1,6,6,1,-0.067255631
149,0,2,5,1,-0.067255631
149,1,5,3,2,-0.067255631
149,0,3,6,1,-0.067255631
149,0,3,4,2,-0.067255631
149,0,4,5,2,-0.067255631
149,1,6,6,1,-0.067255631
149,0,2,6,1,-0.067255631
149,1,6,3,1,-0.067255631
149,1,6,2,1,-0.067255631
149,0,6,6,2,-0.067255631
149,1,3,3,1,-0.067255631
149,0,5,3,2,-0.067255631
149,0,4,4,2,-0.067255631
149,1,3,3,2,-0.067255631
149,1,3,2,1,-0.067255631
149,0,2,3,1,-0.067255631
149,1,6,2,1,-0.067255631
149,1,5,5,1,-0.067255631
149,0,2,4,2,-0.067255631
149,0,3,6,1,-0.067255631
149,0,5,5,2,-0.067255631
149,0,4,6,1,-0.067255631
149,0,2,4,2,-0.067255631
149,0,2,5,2,-0.067255631
149,0,5,3,2,-0.067255631
149,0,4,4,2,-0.067255631
149,0,3,3,2,-0.067255631
149,1,6,4,1,-0.067255631
149,1,6,5,2,-0.067255631
149,1,2,2,1,-0.067255631
149,0,5,6,2,-0.067255631
149,0,5,4,2,-0.067255631
149,0,3,6,1,-0.067255631
149,1,5,2,2,-0.067255631
149,0,4,3,2,-0.067255631
149,0,6,3,2,-0.067255631
149,1,2,2,2,-0.067255631
149,0,4,6,2,-0.067255631
149,0,2,5,1,-0.067255631
149,1,5,2,1,-0.067255631
149,1,3,2,1,-0.067255631
149,1,6,6,1,-0.067255631
149,0,2,5,2,-0.067255631
149,0,2,3,1,-0.067255631
149,0,2,6,2,-0.067255631
149,0,4,5,1,-0.067255631
149,1,4,3,1,-0.067255631
149,0,5,4,2,-0.067255631
149,0,4,5,1,-0.067255631
149,0,3,6,2,-0.067255631
149,0,3,2,2,-0.067255631
149,1,5,4,1,-0.067255631
149,0,2,3,1,-0.067255631
149,1,6,5,1,-0.067255631
149,0,3,5,2,-0.067255631
149,0,5,6,2,-0.067255631
149,1,5,5,1,-0.067255631
149,0,2,4,1,-0.067255631
149,1,6,6,2,-0.067255631
149,1,4,2,1,-0.067255631
149,0,2,3,2,-0.067255631
149,0,3,5,2,-0.067255631
149,0,2,2,2,-0.067255631
149,0,2,6,2,-0.067255631
149,0,6,5,2,-0.067255631
149,0,3,4,1,-0.067255631
149,0,6,3,2,-0.067255631
149,0,2,2,2,-0.067255631
149,0,2,6,2,-0.067255631
149,1,5,2,1,-0.067255631
149,0,5,5,2,-0.067255631
149,1,6,2,1,-0.067255631
149,0,6,4,2,-0.067255631
149,1,6,5,1,-0.067255631
149,1,4,2,2,-0.067255631
149,0,3,6,2,-0.067255631
149,0,4,3,2,-0.067255631
149,1,3,2,1,-0.067255631
149,0,2,5,2,-0.067255631
149,0,3,2,2,-0.067255631
149,0,6,2,2,-0.067255631
149,1,5,3,1,-0.067255631
149,0,3,3,2,-0.067255631
149,0,6,3,2,-0.067255631
149,1,4,2,1,-0.067255631
149,0,2,2,1,-0.067255631
149,0,2,5,1,-0.067255631
149,0,4,6,1,-0.067255631
149,1,4,2,2,-0.067255631
149,0,2,2,1,-0.067255631
149,1,4,4,1,-0.067255631
149,0,6,4,2,-0.067255631
149,0,6,4,2,-0.067255631
149,1,5,5,1,-0.067255631
149,0,3,5,1,-0.067255631
149,0,6,6,2,-0.067255631
149,0,3,5,1,-0.067255631
149,1,5,3,1,-0.067255631
149,0,2,6,1,-0.067255631
149,0,4,4,2,-0.067255631
149,1,4,3,1,-0.067255631
149,1,5,2,2,-0.067255631
149,0,4,3,2,-0.067255631
149,0,3,3,1,-0.067255631
149,1,5,3,1,-0.067255631
149,0,2,3,2,-0.067255631
149,1,4,3,1,-0.067255631
149,0,2,4,1,-0.067255631
149,1,6,4,1,-0.067255631
149,0,3,4,1,-0.067255631
149,0,4,6,1,-0.067255631
149,0,6,5,2,-0.067255631
149,0,4,5,1,-0.067255631
150,0,4,6,2,0.014428973
150,1,2,4,1,0.014428973
150,0,6,2,2,0.014428973
150,1,4,4,1,0.014428973
150,1,6,2,2,0.014428973
150,1,3,5,1,0.014428973
150,0,3,2,2,0.014428973
150,0,4,5,2,0.014428973
150,0,5,5,2,0.014428973
150,0,4,6,2,0.014428973
150,1,6,3,1,0.014428973
150,0,3,5,2,0.014428973
150,1,5,6,1,0.014428973
150,1,6,3,1,0.014428973
150,1,5,6,1,0.014428973
150,0,5,4,2,0.014428973
150,1,5,2,1,0.014428973
150,1,5,6,1,0.014428973
150,1,3,3,1,0.014428973
150,0,3,6,2,0.014428973
150,0,3,4,2,0.014428973
150,0,5,6,2,0.014428973
150,1,4,2,1,0.014428973
150,1,4,2,2,0.014428973
150,1,3,4,2,0.014428973
150,1,5,4,1,0.014428973
150,0,2,4,2,0.014428973
150,1,3,4,1,0.014428973
150,0,2,3,2,0.014428973
150,1,6,4,1,0.014428973
150,1,5,2,2,0.014428973
150,1,2,6,1,0.014428973
150,0,4,4,1,0.014428973
150,0,4,5,2,0.014428973
150,1,6,5,1,0.014428973
150,1,5,4,1,0.014428973
150,1,6,6,1,0.014428973
150,1,2,5,1,0.014428973
150,0,5,3,2,0.014428973
150,1,3,6,1,0.014428973
150,0,3,4,2,0.014428973
150,0,4,5,2,0.014428973
150,1,6,6,1,0.014428973
150,0,2,6,1,0.014428973
150,1,6,3,1,0.014428973
150,1,6,2,1,0.014428973
150,0,6,6,2,0.014428973
150,1,3,3,1,0.014428973
150,0,5,3,2,0.014428973
150,0,4,4,2,0.014428973
150,0,3,3,2,0.014428973
150,1,3,2,1,0.014428973
150,1,2,3,1,0.014428973
150,1,6,2,1,0.014428973
150,1,5,5,1,0.014428973
150,0,2,4,2,0.014428973
150,1,3,6,1,0.014428973
150,0,5,5,2,0.014428973
150,1,4,6,1,0.014428973
150,0,2,4,2,0.014428973
150,0,2,5,2,0.014428973
150,1,5,3,2,0.014428973
150,0,4,4,2,0.014428973
150,0,3,3,2,0.014428973
150,1,6,4,1,0.014428973
150,0,6,5,2,0.014428973
150,1,2,2,1,0.014428973
150,0,5,6,2,0.014428973
150,0,5,4,2,0.014428973
150,1,3,6,1,0.014428973
150,0,5,2,2,0.014428973
150,0,4,3,2,0.014428973
150,0,6,3,2,0.014428973
150,1,2,2,2,0.014428973
150,0,4,6,2,0.014428973
150,1,2,5,1,0.014428973
150,1,5,2,1,0.014428973
150,1,3,2,1,0.014428973
150,1,6,6,1,0.014428973
150,0,2,5,2,0.014428973
150,1,2,3,1,0.014428973
150,0,2,6,2,0.014428973
150,1,4,5,1,0.014428973
150,1,4,3,1,0.014428973
150,0,5,4,2,0.014428973
150,1,4,5,1,0.014428973
150,0,3,6,2,0.014428973
150,0,3,2,2,0.014428973
150,1,5,4,1,0.014428973
150,1,2,3,1,0.014428973
150,1,6,5,1,0.014428973
150,0,3,5,2,0.014428973
150,0,5,6,2,0.014428973
150,1,5,5,1,0.014428973
150,1,2,4,1,0.014428973
150,0,6,6,2,0.014428973
150,1,4,2,1,0.014428973
150,0,2,3,2,0.014428973
150,0,3,5,2,0.014428973
150,1,2,2,2,0.014428973
150,0,2,6,2,0.014428973
150,0,6,5,2,0.014428973
150,1,3,4,1,0.014428973
150,0,6,3,2,0.014428973
150,0,2,2,2,0.014428973
150,0,2,6,2,0.014428973
150,1,5,2,1,0.014428973
150,0,5,5,2,0.014428973
150,1,6,2,1,0.014428973
150,0,6,4,2,0.014428973
150,1,6,5,1,0.014428973
150,0,4,2,2,0.014428973
150,0,3,6,2,0.014428973
150,0,4,3,2,0.014428973
150,1,3,2,1,0.014428973
150,0,2,5,2,0.014428973
150,0,3,2,2,0.014428973
150,0,6,2,2,0.014428973
150,1,5,3,1,0.014428973
150,0,3,3,2,0.014428973
150,0,6,3,2,0.014428973
150,1,4,2,1,0.014428973
150,1,2,2,1,0.014428973
150,1,2,5,1,0.014428973
150,1,4,6,1,0.014428973
150,0,4,2,2,0.014428973
150,1,2,2,1,0.014428973
150,1,4,4,1,0.014428973
150,0,6,4,2,0.014428973
150,0,6,4,2,0.014428973
150,1,5,5,1,0.014428973
150,1,3,5,1,0.014428973
150,0,6,6,2,0.014428973
150,1,3,5,1,0.014428973
150,1,5,3,1,0.014428973
150,1,2,6,1,0.014428973
150,0,4,4,2,0.014428973
150,1,4,3,1,0.014428973
150,0,5,2,2,0.014428973
150,0,4,3,2,0.014428973
150,1,3,3,1,0.014428973
150,1,5,3,1,0.014428973
150,0,2,3,2,0.014428973
150,1,4,3,1,0.014428973
150,1,2,4,1,0.014428973
150,1,6,4,1,0.014428973
150,1,3,4,1,0.014428973
150,1,4,6,1,0.014428973
150,0,6,5,2,0.014428973
150,1,4,5,1,0.014428973
151,1,4,6,2,0.043579175
151,1,2,4,1,0.043579175
151,1,6,2,2,0.043579175
151,1,4,4,1,0.043579175
151,1,6,2,2,0.043579175
151,1,3,5,1,0.043579175
151,1,3,2,2,0.043579175
151,1,4,5,2,0.043579175
151,1,5,5,2,0.043579175
151,0,4,6,2,0.043579175
151,1,6,3,1,0.043579175
151,1,3,5,2,0.043579175
151,1,5,6,1,0.043579175
151,1,6,3,1,0.043579175
151,1,5,6,1,0.043579175
151,1,5,4,2,0.043579175
151,1,5,2,1,0.043579175
151,1,5,6,1,0.043579175
151,1,3,3,1,0.043579175
151,0,3,6,2,0.043579175
151,1,3,4,2,0.043579175
151,1,5,6,2,0.043579175
151,1,4,2,1,0.043579175
151,1,4,2,2,0.043579175
151,1,3,4,2,0.043579175
151,1,5,4,1,0.043579175
151,1,2,4,2,0.043579175
151,1,3,4,1,0.043579175
151,1,2,3,2,0.043579175
151,1,6,4,1,0.043579175
151,1,5,2,2,0.043579175
151,0,2,6,1,0.043579175
151,1,4,4,1,0.043579175
151,1,4,5,2,0.043579175
151,1,6,5,1,0.043579175
151,1,5,4,1,0.043579175
151,1,6,6,1,0.043579175
151,0,2,5,1,0.043579175
151,1,5,3,2,0.043579175
151,1,3,6,1,0.043579175
151,1,3,4,2,0.043579175
151,1,4,5,2,0.043579175
151,1,6,6,1,0.043579175
151,1,2,6,1,0.043579175
151,1,6,3,1,0.043579175
151,1,6,2,1,0.043579175
151,1,6,6,2,0.043579175
151,1,3,3,1,0.043579175
151,1,5,3,2,0.043579175
151,1,4,4,2,0.043579175
151,1,3,3,2,0.043579175
151,1,3,2,1,0.043579175
151,1,2,3,1,0.043579175
151,1,6,2,1,0.043579175
151,1,5,5,1,0.043579175
151,1,2,4,2,0.043579175
151,1,3,6,1,0.043579175
151,1,5,5,2,0.043579175
151,1,4,6,1,0.043579175
151,1,2,4,2,0.043579175
151,0,2,5,2,0.043579175
151,1,5,3,2,0.043579175
151,1,4,4,2,0.043579175
151,1,3,3,2,0.043579175
151,1,6,4,1,0.043579175
151,1,6,5,2,0.043579175
151,1,2,2,1,0.043579175
151,1,5,6,2,0.043579175
151,1,5,4,2,0.043579175
151,1,3,6,1,0.043579175
151,1,5,2,2,0.043579175
151,1,4,3,2,0.043579175
151,1,6,3,2,0.043579175
151,1,2,2,2,0.043579175
151,1,4,6,2,0.043579175
151,1,2,5,1,0.043579175
151,1,5,2,1,0.043579175
151,1,3,2,1,0.043579175
151,1,6,6,1,0.043579175
151,1,2,5,2,0.043579175
151,1,2,3,1,0.043579175
151,0,2,6,2,0.043579175
151,1,4,5,1,0.043579175
151,1,4,3,1,0.043579175
151,1,5,4,2,0.043579175
151,1,4,5,1,0.043579175
151,1,3,6,2,0.043579175
151,1,3,2,2,0.043579175
151,1,5,4,1,0.043579175
151,1,2,3,1,0.043579175
151,1,6,5,1,0.043579175
151,1,3,5,2,0.043579175
151,1,5,6,2,0.043579175
151,1,5,5,1,0.043579175
151,1,2,4,1,0.043579175
151,1,6,6,2,0.043579175
151,1,4,2,1,0.043579175
151,1,2,3,2,0.043579175
151,1,3,5,2,0.043579175
151,1,2,2,2,0.043579175
151,0,2,6,2,0.043579175
151,1,6,5,2,0.043579175
151,1,3,4,1,0.043579175
151,1,6,3,2,0.043579175
151,1,2,2,2,0.043579175
151,0,2,6,2,0.043579175
151,1,5,2,1,0.043579175
151,1,5,5,2,0.043579175
151,1,6,2,1,0.043579175
151,1,6,4,2,0.043579175
151,1,6,5,1,0.043579175
151,1,4,2,2,0.043579175
151,0,3,6,2,0.043579175
151,1,4,3,2,0.043579175
151,1,3,2,1,0.043579175
151,0,2,5,2,0.043579175
151,1,3,2,2,0.043579175
151,1,6,2,2,0.043579175
151,1,5,3,1,0.043579175
151,1,3,3,2,0.043579175
151,1,6,3,2,0.043579175
151,1,4,2,1,0.043579175
151,1,2,2,1,0.043579175
151,1,2,5,1,0.043579175
151,1,4,6,1,0.043579175
151,1,4,2,2,0.043579175
151,1,2,2,1,0.043579175
151,1,4,4,1,0.043579175
151,1,6,4,2,0.043579175
151,1,6,4,2,0.043579175
151,1,5,5,1,0.043579175
151,1,3,5,1,0.043579175
151,1,6,6,2,0.043579175
151,1,3,5,1,0.043579175
151,1,5,3,1,0.043579175
151,0,2,6,1,0.043579175
151,1,4,4,2,0.043579175
151,1,4,3,1,0.043579175
151,1,5,2,2,0.043579175
151,1,4,3,2,0.043579175
151,1,3,3,1,0.043579175
151,1,5,3,1,0.043579175
151,1,2,3,2,0.043579175
151,1,4,3,1,0.043579175
151,1,2,4,1,0.043579175
151,1,6,4,1,0.043579175
151,1,3,4,1,0.043579175
151,1,4,6,1,0.043579175
151,1,6,5,2,0.043579175
151,1,4,5,1,0.043579175
152,0,4,6,2,0.000858224
152,0,2,4,1,0.000858224
152,1,6,2,2,0.000858224
152,0,4,4,1,0.000858224
152,1,6,2,2,0.000858224
152,0,3,5,1,0.000858224
152,0,3,2,2,0.000858224
152,0,4,5,2,0.000858224
152,0,5,5,2,0.000858224
152,0,4,6,2,0.000858224
152,1,6,3,1,0.000858224
152,0,3,5,2,0.000858224
152,0,5,6,1,0.000858224
152,1,6,3,1,0.000858224
152,0,5,6,1,0.000858224
152,1,5,4,2,0.000858224
152,1,5,2,1,0.000858224
152,0,5,6,1,0.000858224
152,1,3,3,1,0.000858224
152,0,3,6,2,0.000858224
152,0,3,4,2,0.000858224
152,0,5,6,2,0.000858224
152,1,4,2,1,0.000858224
152,1,4,2,2,0.000858224
152,1,3,4,2,0.000858224
152,1,5,4,1,0.000858224
152,1,3,4,1,0.000858224
152,0,2,3,2,0.000858224
152,1,6,4,1,0.000858224
152,1,5,2,2,0.000858224
152,0,2,6,1,0.000858224
152,1,4,4,1,0.000858224
152,0,4,5,2,0.000858224
152,1,6,5,1,0.000858224
152,1,5,4,1,0.000858224
152,1,6,6,1,0.000858224
152,0,2,5,1,0.000858224
152,1,5,3,2,0.000858224
152,0,3,6,1,0.000858224
152,1,3,4,2,0.000858224
152,0,4,5,2,0.000858224
152,0,6,6,1,0.000858224
152,0,2,6,1,0.000858224
152,1,6,3,1,0.000858224
152,1,6,2,1,0.000858224
152,0,6,6,2,0.000858224
152,1,3,3,1,0.000858224
152,1,5,3,2,0.000858224
152,1,4,4,2,0.000858224
152,1,3,3,2,0.000858224
152,1,3,2,1,0.000858224
152,1,2,3,1,0.000858224
152,1,6,2,1,0.000858224
152,1,5,5,1,0.000858224
152,0,2,4,2,0.000858224
152,0,3,6,1,0.000858224
152,0,5,5,2,0.000858224
152,0,4,6,1,0.000858224
152,0,2,4,2,0.000858224
152,0,2,5,2,0.000858224
152,1,5,3,2,0.000858224
152,1,4,4,2,0.000858224
152,1,3,3,2,0.000858224
152,1,6,4,1,0.000858224
152,1,6,5,2,0.000858224
152,0,2,2,1,0.000858224
152,0,5,6,2,0.000858224
152,1,5,4,2,0.000858224
152,0,3,6,1,0.000858224
152,1,5,2,2,0.000858224
152,1,4,3,2,0.000858224
152,1,6,3,2,0.000858224
152,0,2,2,2,0.000858224
152,0,4,6,2,0.000858224
152,0,2,5,1,0.000858224
152,1,5,2,1,0.000858224
152,1,3,2,1,0.000858224
152,1,6,6,1,0.000858224
152,0,2,5,2,0.000858224
152,0,2,3,1,0.000858224
152,0,2,6,2,0.000858224
152,1,4,5,1,0.000858224
152,1,4,3,1,0.000858224
152,1,5,4,2,0.000858224
152,0,4,5,1,0.000858224
152,0,3,6,2,0.000858224
152,1,3,2,2,0.000858224
152,1,5,4,1,0.000858224
152,1,2,3,1,0.000858224
152,1,6,5,1,0.000858224
152,0,3,5,2,0.000858224
152,0,5,6,2,0.000858224
152,1,5,5,1,0.000858224
152,0,2,4,1,0.000858224
152,1,6,6,2,0.000858224
152,1,4,2,1,0.000858224
152,0,2,3,2,0.000858224
152,0,3,5,2,0.000858224
152,0,2,2,2,0.000858224
152,0,2,6,2,0.000858224
152,1,6,5,2,0.000858224
152,0,3,4,1,0.000858224
152,1,6,3,2,0.000858224
152,0,2,2,2,0.000858224
152,0,2,6,2,0.000858224
152,1,5,2,1,0.000858224
152,0,5,5,2,0.000858224
152,1,6,2,1,0.000858224
152,1,6,4,2,0.000858224
152,1,6,5,1,0.000858224
152,1,4,2,2,0.000858224
152,0,3,6,2,0.000858224
152,1,4,3,2,0.000858224
152,1,3,2,1,0.000858224
152,0,2,5,2,0.000858224
152,1,3,2,2,0.000858224
152,1,6,2,2,0.000858224
152,1,5,3,1,0.000858224
152,1,3,3,2,0.000858224
152,1,6,3,2,0.000858224
152,1,4,2,1,0.000858224
152,0,2,2,1,0.000858224
152,0,2,5,1,0.000858224
152,0,4,6,1,0.000858224
152,1,4,2,2,0.000858224
152,1,2,2,1,0.000858224
152,1,4,4,1,0.000858224
152,1,6,4,2,0.000858224
152,1,6,4,2,0.000858224
152,1,5,5,1,0.000858224
152,0,3,5,1,0.000858224
152,1,6,6,2,0.000858224
152,0,3,5,1,0.000858224
152,1,5,3,1,0.000858224
152,0,2,6,1,0.000858224
152,1,4,4,2,0.000858224
152,1,4,3,1,0.000858224
152,1,5,2,2,0.000858224
152,1,4,3,2,0.000858224
152,1,3,3,1,0.000858224
152,1,5,3,1,0.000858224
152,0,2,3,2,0.000858224
152,1,4,3,1,0.000858224
152,0,2,4,1,0.000858224
152,1,6,4,1,0.000858224
152,0,3,4,1,0.000858224
152,0,4,6,1,0.000858224
152,1,6,5,2,0.000858224
152,1,4,5,1,0.000858224
153,0,4,6,2,0.07981664
153,0,2,4,1,0.07981664
153,1,6,2,2,0.07981664
153,1,4,4,1,0.07981664
153,1,6,2,2,0.07981664
153,0,3,5,1,0.07981664
153,1,3,2,2,0.07981664
153,0,4,5,2,0.07981664
153,1,5,5,2,0.07981664
153,0,4,6,2,0.07981664
153,1,6,3,1,0.07981664
153,0,3,5,2,0.07981664
153,1,5,6,1,0.07981664
153,1,6,3,1,0.07981664
153,1,5,6,1,0.07981664
153,1,5,4,2,0.07981664
153,1,5,2,1,0.07981664
153,1,5,6,1,0.07981664
153,1,3,3,1,0.07981664
153,0,3,6,2,0.07981664
153,0,3,4,2,0.07981664
153,1,5,6,2,0.07981664
153,1,4,2,1,0.07981664
153,1,4,2,2,0.07981664
153,0,3,4,2,0.07981664
153,1,5,4,1,0.07981664
153,0,2,4,2,0.07981664
153,1,3,4,1,0.07981664
153,0,2,3,2,0.07981664
153,1,6,4,1,0.07981664
153,1,5,2,2,0.07981664
153,0,2,6,1,0.07981664
153,1,4,4,1,0.07981664
153,0,4,5,2,0.07981664
153,1,6,5,1,0.07981664
153,1,5,4,1,0.07981664
153,1,6,6,1,0.07981664
153,0,2,5,1,0.07981664
153,1,5,3,2,0.07981664
153,0,3,6,1,0.07981664
153,0,3,4,2,0.07981664
153,0,4,5,2,0.07981664
153,1,6,6,1,0.07981664
153,0,2,6,1,0.07981664
153,1,6,3,1,0.07981664
153,1,6,2,1,0.07981664
153,1,6,6,2,0.07981664
153,1,3,3,1,0.07981664
153,1,5,3,2,0.07981664
153,0,4,4,2,0.07981664
153,1,3,3,2,0.07981664
153,1,3,2,1,0.07981664
153,0,2,3,1,0.07981664
153,1,6,2,1,0.07981664
153,1,5,5,1,0.07981664
153,0,2,4,2,0.07981664
153,0,3,6,1,0.07981664
153,1,5,5,2,0.07981664
153,0,4,6,1,0.07981664
153,0,2,4,2,0.07981664
153,0,2,5,2,0.07981664
153,1,5,3,2,0.07981664
153,1,4,4,2,0.07981664
153,1,3,3,2,0.07981664
153,1,6,4,1,0.07981664
153,1,6,5,2,0.07981664
153,1,2,2,1,0.07981664
153,1,5,6,2,0.07981664
153,1,5,4,2,0.07981664
153,1,3,6,1,0.07981664
153,1,5,2,2,0.07981664
153,1,4,3,2,0.07981664
153,1,6,3,2,0.07981664
153,0,2,2,2,0.07981664
153,0,4,6,2,0.07981664
153,0,2,5,1,0.07981664
153,1,5,2,1,0.07981664
153,1,3,2,1,0.07981664
153,1,6,6,1,0.07981664
153,0,2,5,2,0.07981664
153,0,2,3,1,0.07981664
153,0,2,6,2,0.07981664
153,1,4,5,1,0.07981664
153,1,4,3,1,0.07981664
153,1,5,4,2,0.07981664
153,1,4,5,1,0.07981664
153,0,3,6,2,0.07981664
153,1,3,2,2,0.07981664
153,1,5,4,1,0.07981664
153,0,2,3,1,0.07981664
153,1,6,5,1,0.07981664
153,0,3,5,2,0.07981664
153,1,5,6,2,0.07981664
153,1,5,5,1,0.07981664
153,0,2,4,1,0.07981664
153,1,6,6,2,0.07981664
153,1,4,2,1,0.07981664
153,1,2,3,2,0.07981664
153,0,3,5,2,0.07981664
153,1,2,2,2,0.07981664
153,0,2,6,2,0.07981664
153,1,6,5,2,0.07981664
153,1,3,4,1,0.07981664
153,1,6,3,2,0.07981664
153,0,2,2,2,0.07981664
153,0,2,6,2,0.07981664
153,1,5,2,1,0.07981664
153,1,5,5,2,0.07981664
153,1,6,2,1,0.07981664
153,1,6,4,2,0.07981664
153,1,6,5,1,0.07981664
153,1,4,2,2,0.07981664
153,1,3,6,2,0.07981664
153,1,4,3,2,0.07981664
153,1,3,2,1,0.07981664
153,0,2,5,2,0.07981664
153,1,3,2,2,0.07981664
153,1,6,2,2,0.07981664
153,1,5,3,1,0.07981664
153,1,3,3,2,0.07981664
153,1,6,3,2,0.07981664
153,1,4,2,1,0.07981664
153,0,2,2,1,0.07981664
153,0,2,5,1,0.07981664
153,1,4,6,1,0.07981664
153,1,4,2,2,0.07981664
153,1,2,2,1,0.07981664
153,0,4,4,1,0.07981664
153,1,6,4,2,0.07981664
153,1,6,4,2,0.07981664
153,1,5,5,1,0.07981664
153,0,3,5,1,0.07981664
153,1,6,6,2,0.07981664
153,1,5,3,1,0.07981664
153,0,2,6,1,0.07981664
153,1,4,4,2,0.07981664
153,1,4,3,1,0.07981664
153,1,5,2,2,0.07981664
153,1,4,3,2,0.07981664
153,1,3,3,1,0.07981664
153,1,5,3,1,0.07981664
153,0,2,3,2,0.07981664
153,1,4,3,1,0.07981664
153,0,2,4,1,0.07981664
153,1,6,4,1,0.07981664
153,0,3,4,1,0.07981664
153,1,4,6,1,0.07981664
153,1,6,5,2,0.07981664
153,1,4,5,1,0.07981664
156,0,4,6,2,0.012810815
156,0,2,4,1,0.012810815
156,1,6,2,2,0.012810815
156,0,4,4,1,0.012810815
156,0,6,2,2,0.012810815
156,0,3,5,1,0.012810815
156,1,3,2,2,0.012810815
156,0,4,5,2,0.012810815
156,0,5,5,2,0.012810815
156,0,4,6,2,0.012810815
156,1,6,3,1,0.012810815
156,0,3,5,2,0.012810815
156,0,5,6,1,0.012810815
156,1,6,3,1,0.012810815
156,0,5,6,1,0.012810815
156,0,5,4,2,0.012810815
156,1,5,2,1,0.012810815
156,0,5,6,1,0.012810815
156,1,3,3,1,0.012810815
156,0,3,6,2,0.012810815
156,1,3,4,2,0.012810815
156,0,5,6,2,0.012810815
156,1,4,2,1,0.012810815
156,0,4,2,2,0.012810815
156,0,3,4,2,0.012810815
156,1,5,4,1,0.012810815
156,0,2,4,2,0.012810815
156,1,3,4,1,0.012810815
156,1,2,3,2,0.012810815
156,1,6,4,1,0.012810815
156,1,5,2,2,0.012810815
156,1,2,6,1,0.012810815
156,1,4,4,1,0.012810815
156,0,4,5,2,0.012810815
156,1,6,5,1,0.012810815
156,1,5,4,1,0.012810815
156,1,6,6,1,0.012810815
156,0,2,5,1,0.012810815
156,1,5,3,2,0.012810815
156,0,3,6,1,0.012810815
156,1,3,4,2,0.012810815
156,0,4,5,2,0.012810815
156,1,6,6,1,0.012810815
156,0,2,6,1,0.012810815
156,1,6,3,1,0.012810815
156,1,6,2,1,0.012810815
156,0,6,6,2,0.012810815
156,1,3,3,1,0.012810815
156,1,5,3,2,0.012810815
156,0,4,4,2,0.012810815
156,1,3,3,2,0.012810815
156,1,3,2,1,0.012810815
156,1,2,3,1,0.012810815
156,1,6,2,1,0.012810815
156,1,5,5,1,0.012810815
156,0,2,4,2,0.012810815
156,0,3,6,1,0.012810815
156,0,5,5,2,0.012810815
156,1,4,6,1,0.012810815
156,0,2,4,2,0.012810815
156,0,2,5,2,0.012810815
156,1,5,3,2,0.012810815
156,1,4,4,2,0.012810815
156,1,3,3,2,0.012810815
156,1,6,4,1,0.012810815
156,0,6,5,2,0.012810815
156,1,2,2,1,0.012810815
156,0,5,6,2,0.012810815
156,1,5,4,2,0.012810815
156,0,3,6,1,0.012810815
156,1,5,2,2,0.012810815
156,1,4,3,2,0.012810815
156,1,6,3,2,0.012810815
156,1,2,2,2,0.012810815
156,0,4,6,2,0.012810815
156,0,2,5,1,0.012810815
156,1,5,2,1,0.012810815
156,1,3,2,1,0.012810815
156,1,6,6,1,0.012810815
156,0,2,5,2,0.012810815
156,1,2,3,1,0.012810815
156,0,2,6,2,0.012810815
156,1,4,5,1,0.012810815
156,1,4,3,1,0.012810815
156,1,5,4,2,0.012810815
156,1,4,5,1,0.012810815
156,0,3,6,2,0.012810815
156,1,3,2,2,0.012810815
